Unnamed: 0	ld_carboxypeptidase-unclustered	ld_carboxypeptidase-mmseqs_cluster	ld_carboxypeptidase-foldseek_cluster
22342	A0A437RSV8	A0A839L9L8	A0A6A0IMM5
22343	UPI000B4C024F	A0A839L9L8	A0A6A0IMM5
22344	A0A847VEY5	A0A839L9L8	A0A6A0IMM5
22345	A0A0U3MKA7	A0A839L9L8	A0A6A0IMM5
22346	UPI0021B3E08D	A0A839L9L8	A0A6A0IMM5
22347	UPI00226DDBD3	A0A839L9L8	A0A6A0IMM5
22348	UPI001F4A6341	A0A839L9L8	A0A6A0IMM5
22349	UPI000B4DD949	A0A839L9L8	A0A6A0IMM5
22350	UPI00097C93E8	A0A839L9L8	A0A6A0IMM5
22351	A0A950I0F0	A0A839L9L8	A0A6A0IMM5
22352	UPI0008299E08	A0A839L9L8	A0A6A0IMM5
22353	A0A519EEA0	A0A839L9L8	A0A6A0IMM5
22354	A0A2G9CAK6	A0A839L9L8	A0A6A0IMM5
22355	UPI0020914E66	A0A839L9L8	A0A6A0IMM5
22356	UPI0021D4D741	A0A839L9L8	A0A6A0IMM5
22357	UPI001CED7154	A0A839L9L8	A0A6A0IMM5
22358	UPI001D026A80	A0A839L9L8	A0A6A0IMM5
22359	UPI001614ADBE	A0A839L9L8	A0A6A0IMM5
22360	A0A246J125	A0A839L9L8	A0A6A0IMM5
22361	UPI00224B4845	A0A839L9L8	A0A6A0IMM5
22362	UPI00209E6936	A0A839L9L8	A0A6A0IMM5
22363	A0A372F7Z7	A0A839L9L8	A0A6A0IMM5
22364	A0A4Q5LWB8	A0A839L9L8	A0A6A0IMM5
22365	A0A2N4XIU1	A0A839L9L8	A0A6A0IMM5
22366	A0A838Z6Q3	A0A839L9L8	A0A6A0IMM5
22367	UPI002165BB1C	A0A839L9L8	A0A6A0IMM5
22368	A0A254N1L8	A0A839L9L8	A0A6A0IMM5
22369	A0A0Q7SSE6	A0A839L9L8	A0A6A0IMM5
22370	UPI001F43EC50	A0A839L9L8	A0A6A0IMM5
22371	A0A952L422	A0A839L9L8	A0A6A0IMM5
22372	A0A3S0LCT5	A0A839L9L8	A0A6A0IMM5
22373	UPI001F24BB73	A0A839L9L8	A0A6A0IMM5
22374	A0A0Q6TVG9	A0A839L9L8	A0A6A0IMM5
22375	UPI00227AAEEF	A0A839L9L8	A0A6A0IMM5
22376	A0A931NHJ5	A0A839L9L8	A0A6A0IMM5
22377	A0A0Q6XGV9	A0A839L9L8	A0A6A0IMM5
22378	A0A0Q8HAG5	A0A839L9L8	A0A6A0IMM5
22379	A0A2W5DUX3	A0A839L9L8	A0A6A0IMM5
22380	A0A431JP41	A0A839L9L8	A0A6A0IMM5
22381	A0A5C7V910	A0A839L9L8	A0A6A0IMM5
22382	A0A3S2XYB0	A0A839L9L8	A0A6A0IMM5
22383	A0A931ITQ7	A0A839L9L8	A0A6A0IMM5
22384	A0A519PH70	A0A839L9L8	A0A6A0IMM5
22385	UPI00227D6E46	A0A839L9L8	A0A6A0IMM5
22386	UPI0021BDF1BE	A0A839L9L8	A0A6A0IMM5
22387	UPI0022B4FCA0	A0A839L9L8	A0A6A0IMM5
22388	A0A0U2W0N9	A0A839L9L8	A0A6A0IMM5
22389	A0A3N7C8C1	A0A839L9L8	A0A6A0IMM5
22390	A0A7S9C4D4	A0A839L9L8	A0A6A0IMM5
22391	A0A1F4HL98	A0A839L9L8	A0A6A0IMM5
22392	A0A257LGY3	A0A839L9L8	A0A6A0IMM5
22393	A0A949FU92	A0A839L9L8	A0A6A0IMM5
22394	A0A936X7F8	A0A839L9L8	A0A6A0IMM5
22395	A0A925QMP5	A0A839L9L8	A0A6A0IMM5
22396	A0A965JNU8	A0A839L9L8	A0A6A0IMM5
22397	A0A966P0J2	A0A839L9L8	A0A6A0IMM5
22398	A0A0G0IDY3	A0A0G0IDY3	A0A3E3E572
22399	A0A0R1V4W6	A0A0R1V4W6	A0A660MZL1
22400	UPI0006D1C538	A0A0R1V4W6	A0A660MZL1
22401	A0A0R1MKQ0	A0A0R1V4W6	A0A660MZL1
22402	A0A0S7YQ63	A0A0S7YQ63	A0A7X7FE45
22403	A0A139DTS5	A0A139DTS5	A0A7X7FE45
22404	A0A158B953	A0A158B953	A0A844GDF8
22405	A0A658R3U3	A0A158B953	A0A844GDF8
22406	A0A158A8Z3	A0A158B953	A0A844GDF8
22407	A0A158AL35	A0A158B953	A0A844GDF8
22408	A0A158AYZ9	A0A158B953	A0A844GDF8
22409	A0A158B1L9	A0A158B953	A0A844GDF8
22410	A0A158BDB8	A0A158B953	A0A844GDF8
22411	R4WXZ0	A0A158B953	A0A844GDF8
22412	A0A158BV78	A0A158B953	A0A844GDF8
22413	A0A158EAZ6	A0A158B953	A0A844GDF8
22414	A0A158F1I2	A0A158B953	A0A844GDF8
22415	A0A158FQ90	A0A158B953	A0A844GDF8
22416	A0A2U3I8V6	A0A158B953	A0A844GDF8
22417	A0A158JUS2	A0A158B953	A0A844GDF8
22418	A0A160FJG0	A0A158B953	A0A844GDF8
22419	A0A2S8RKG3	A0A158B953	A0A844GDF8
22420	A0A1I7EFP8	A0A158B953	A0A844GDF8
22421	A0A2C9A3R6	A0A158B953	A0A844GDF8
22422	A0A1H6N6H1	A0A158B953	A0A844GDF8
22423	A0A2S4MFW4	A0A158B953	A0A844GDF8
22424	A0A1H0ZFK3	A0A158B953	A0A844GDF8
22425	A0A0Q5QA17	A0A158B953	A0A844GDF8
22426	A0A329CVW5	A0A158B953	A0A844GDF8
22427	A0A1I3N4Z5	A0A158B953	A0A844GDF8
22428	A0A7I8CB70	A0A158B953	A0A844GDF8
22429	A0A1A5XCZ4	A0A158B953	A0A844GDF8
22430	A0A3R7I935	A0A158B953	A0A844GDF8
22431	A0A4R8LII7	A0A158B953	A0A844GDF8
22432	I5CLX5	A0A158B953	A0A844GDF8
22433	A0A1N6KTB1	A0A158B953	A0A844GDF8
22434	A0A1X7DM20	A0A158B953	A0A844GDF8
22435	A0A120KXV5	A0A158B953	A0A844GDF8
22436	A0A158H2E8	A0A158B953	A0A844GDF8
22437	A0A2V3XI21	A0A158B953	A0A844GDF8
22438	C5AEY9	A0A158B953	A0A844GDF8
22439	A0A1G8C246	A0A158B953	A0A844GDF8
22440	A0A0U4BW54	A0A158B953	A0A844GDF8
22441	A0A2C8ZA38	A0A158B953	A0A844GDF8
22442	Q0BEB2	A0A158B953	A0A844GDF8
22443	A0A318IPX2	A0A158B953	A0A844GDF8
22444	J4RBI9	A0A158B953	A0A844GDF8
22445	Q13XZ5	A0A158B953	A0A844GDF8
22446	A0A102EX88	A0A158B953	A0A844GDF8
22447	A0A1H6V051	A0A158B953	A0A844GDF8
22448	A0A102L0D5	A0A158B953	A0A844GDF8
22449	A0A102LWD2	A0A158B953	A0A844GDF8
22450	A0A495GMY4	A0A158B953	A0A844GDF8
22451	A0A560UXY1	A0A158B953	A0A844GDF8
22452	A0A806V1L1	A0A158B953	A0A844GDF8
22453	A0A102S7J6	A0A158B953	A0A844GDF8
22454	A0A118CKR1	A0A158B953	A0A844GDF8
22455	A0A149PNE2	A0A158B953	A0A844GDF8
22456	A0A495UAC5	A0A158B953	A0A844GDF8
22457	A0A103EMB1	A0A158B953	A0A844GDF8
22458	A0A118DQG1	A0A158B953	A0A844GDF8
22459	A0A1B4BSZ9	A0A158B953	A0A844GDF8
22460	A0A3D9MKX9	A0A158B953	A0A844GDF8
22461	A0A103RRN7	A0A158B953	A0A844GDF8
22462	A0A118G6J3	A0A158B953	A0A844GDF8
22463	A0A1B4F262	A0A158B953	A0A844GDF8
22464	A0A132D9R5	A0A158B953	A0A844GDF8
22465	A0A1B4FD97	A0A158B953	A0A844GDF8
22466	A0A103TDT9	A0A158B953	A0A844GDF8
22467	A0A118NTL3	A0A158B953	A0A844GDF8
22468	A0A132DZ28	A0A158B953	A0A844GDF8
22469	A0A1B4G1A0	A0A158B953	A0A844GDF8
22470	A0A1H1CDJ5	A0A158B953	A0A844GDF8
22471	A0A3E0CIH1	A0A158B953	A0A844GDF8
22472	A0A7I8BHX6	A0A158B953	A0A844GDF8
22473	A0A807EM59	A0A158B953	A0A844GDF8
22474	A0A103ZNI2	A0A158B953	A0A844GDF8
22475	A0A118Q4F2	A0A158B953	A0A844GDF8
22476	A0A132EKZ4	A0A158B953	A0A844GDF8
22477	A0A1B4HUH2	A0A158B953	A0A844GDF8
22478	A0A4R8KD07	A0A158B953	A0A844GDF8
22479	A0A807EZL0	A0A158B953	A0A844GDF8
22480	A0A104GE97	A0A158B953	A0A844GDF8
22481	A0A118XII7	A0A158B953	A0A844GDF8
22482	A0A1B4NSL2	A0A158B953	A0A844GDF8
22483	A0A1N6GBX0	A0A158B953	A0A844GDF8
22484	A0A105V408	A0A158B953	A0A844GDF8
22485	A0A119VEF6	A0A158B953	A0A844GDF8
22486	A0A132ERE2	A0A158B953	A0A844GDF8
22487	A0A1B4PSM4	A0A158B953	A0A844GDF8
22488	A0A8E0L729	A0A158B953	A0A844GDF8
22489	A0A105VKA3	A0A158B953	A0A844GDF8
22490	A0A1B4S7N6	A0A158B953	A0A844GDF8
22491	A0A1N6JMS9	A0A158B953	A0A844GDF8
22492	A0A108CI64	A0A158B953	A0A844GDF8
22493	A0A4R1MPG5	A0A158B953	A0A844GDF8
22494	A0A4V3BRR7	A0A158B953	A0A844GDF8
22495	B9BFV5	A0A158B953	A0A844GDF8
22496	A0A108FDW4	A0A158B953	A0A844GDF8
22497	A0A1X7HYD9	A0A158B953	A0A844GDF8
22498	A0A2T0KSX8	A0A158B953	A0A844GDF8
22499	B9BXX6	A0A158B953	A0A844GDF8
22500	A0A2A9KQR2	A0A158B953	A0A844GDF8
22501	Q39F90	A0A158B953	A0A844GDF8
22502	A0A069B930	A0A158B953	A0A844GDF8
22503	A0A0H2Y1X8	A0A158B953	A0A844GDF8
22504	A0A2T0PWF7	A0A158B953	A0A844GDF8
22505	A0A109EL92	A0A158B953	A0A844GDF8
22506	A0A158IAW9	A0A158B953	A0A844GDF8
22507	A0A1W1A2K5	A0A158B953	A0A844GDF8
22508	A0A2U1AHN2	A0A158B953	A0A844GDF8
22509	A0A2T1B5G9	A0A158B953	A0A844GDF8
22510	A0A7U4ZRQ9	A0A158B953	A0A844GDF8
22511	F0GI65	A0A158B953	A0A844GDF8
22512	A0A088U6C9	A0A158B953	A0A844GDF8
22513	A0A1M6M476	A0A158B953	A0A844GDF8
22514	A0A1N7S4Y3	A0A158B953	A0A844GDF8
22515	A0A2P5KB31	A0A158B953	A0A844GDF8
22516	A0A4R3YP06	A0A158B953	A0A844GDF8
22517	A0A1G7Q2F6	A0A158B953	A0A844GDF8
22518	A0A1T5FD23	A0A158B953	A0A844GDF8
22519	A0A7Z7N4V4	A0A158B953	A0A844GDF8
22520	A0A1I0PSH1	A0A158B953	A0A844GDF8
22521	UPI0007BF94D9	A0A158B953	A0A844GDF8
22522	A0A2T5KJ84	A0A158B953	A0A844GDF8
22523	A0A158FPR3	A0A158B953	A0A844GDF8
22524	A0A158HNQ0	A0A158B953	A0A844GDF8
22525	A0A158IIS4	A0A158B953	A0A844GDF8
22526	UPI00141DF54D	A0A158B953	A0A844GDF8
22527	A0A0G3ES64	A0A158B953	A0A844GDF8
22528	A0A1H7IVJ4	A0A158B953	A0A844GDF8
22529	A0A1H4HM84	A0A158B953	A0A844GDF8
22530	G2JAE2	A0A158B953	A0A844GDF8
22531	A0A2Z6EVR0	A0A158B953	A0A844GDF8
22532	A0A1N7RQQ2	A0A158B953	A0A844GDF8
22533	UPI000465777D	A0A158B953	A0A844GDF8
22534	I4VTP4	A0A158B953	A0A844GDF8
22535	A0A0Q9PJE3	A0A158B953	A0A844GDF8
22536	A0A154QLP4	A0A158B953	A0A844GDF8
22537	A0A154R5J9	A0A158B953	A0A844GDF8
22538	M4NEJ4	A0A158B953	A0A844GDF8
22539	A0A1I4A5H8	A0A158B953	A0A844GDF8
22540	UPI0022509986	A0A158B953	A0A844GDF8
22541	UPI002260CF3C	A0A158B953	A0A844GDF8
22542	UPI001AE6A530	A0A158B953	A0A844GDF8
22543	A0A316INJ6	A0A158B953	A0A844GDF8
22544	UPI001E58817C	A0A158B953	A0A844GDF8
22545	A0A1M7HH35	A0A158B953	A0A844GDF8
22546	A0A0Q8LX49	A0A158B953	A0A844GDF8
22547	UPI0015E7E46A	A0A158B953	A0A844GDF8
22548	I4VJA2	A0A158B953	A0A844GDF8
22549	I4VSH6	A0A158B953	A0A844GDF8
22550	UPI00209D61BB	A0A158B953	A0A844GDF8
22551	UPI0003451966	A0A158B953	A0A844GDF8
22552	A0A1F3T8L0	A0A1F3T8L0	A0A2C6E889
22553	A0A1F3XYX3	A0A1F3T8L0	A0A2C6E889
22554	A0A2Z4FIT3	A0A1F3T8L0	A0A2C6E889
22555	A0A4Y6PSZ4	A0A1F3T8L0	A0A2C6E889
22556	A0A4Y6PZ57	A0A1F3T8L0	A0A2C6E889
22557	A0A1F8VCA3	A0A1F8VCA3	A0A3E3E572
22558	A0A1G0Y3S6	A0A1G0Y3S6	A0A3E3E572
22559	A0A1H7VKZ2	A0A1H7VKZ2	A0A2Y8ZQA9
22560	A0A1I1IJB0	A0A1H7VKZ2	A0A2Y8ZQA9
22561	A0A1M7M052	A0A1M7M052	A0A2Y8ZQA9
22562	A0A1Q2L626	A0A1Q2L626	A0A7U4WW17
22563	A0A2T6BGC3	A0A1Q2L626	A0A7U4WW17
22564	A0A1V5P3W0	A0A1V5P3W0	A0A1W6KC51
22565	A0A2E7ZVR9	A0A2E7ZVR9	A0A7X7FE45
22566	A0A2N6AI21	A0A2N6AI21	A0A2E9X5T2
22567	A0A2T5RPP3	A0A2T5RPP3	A0A0D1L643
22568	A0A2V2GA45	A0A2V2GA45	A0A7X7FE45
22569	A0A2V6P2K1	A0A2V6P2K1	A0A7X7QSS1
22570	A0A2V7Z8A1	A0A2V7Z8A1	A0A3E3E572
22571	A0A2V7WP17	A0A2V7Z8A1	A0A3E3E572
22572	A0A2V8W7H7	A0A2V8W7H7	A0A147KAH7
22573	A0A2W1JFB8	A0A2W1JFB8	A0A5A5RRQ5
22574	A0A329F2S9	A0A329F2S9	A0A660LXD8
22576	A0A355VVU7	A0A355VVU7	A0A355VVU7
22577	A0A3A4PRQ6	A0A3A4PRQ6	A0A2C6E889
22578	A0A3D1RGF9	A0A3D1RGF9	A0A2C6E889
22580	A0A3M1AB72	A0A3M1AB72	A0A2C6E889
22581	A0A7C0YZK8	A0A3M1AB72	A0A2C6E889
22582	A0A7C0WJ02	A0A3M1AB72	A0A2C6E889
22583	A0A496TEL9	A0A3M1AB72	A0A2C6E889
22584	A0A496U0W4	A0A3M1AB72	A0A2C6E889
22585	A0A7V1AMQ3	A0A3M1AB72	A0A2C6E889
22586	A0A523IKE7	A0A3M1AB72	A0A2C6E889
22587	A0A523HP05	A0A3M1AB72	A0A2C6E889
22588	A0A523HUG1	A0A3M1AB72	A0A2C6E889
22589	A0A7C1H7U8	A0A3M1AB72	A0A2C6E889
22590	A0A968D231	A0A3M1AB72	A0A2C6E889
22591	A0A3M1P5R1	A0A3M1AB72	A0A2C6E889
22592	A0A7C3D4V5	A0A3M1AB72	A0A2C6E889
22593	A0A7C6ARN6	A0A3M1AB72	A0A2C6E889
22596	A0A2W4N8B6	A0A2W4N8B6	A0A2W4N8B6
22597	A0A345DBU7	A0A345DBU7	A0A1W6KC51
22598	A0A3C1YLZ9	A0A3C1YLZ9	
22599	A0A3D1TG56	A0A3D1TG56	A0A3E3E572
22600	A0A3D5BAP7	A0A3D5BAP7	A0A3E3E572
22601	A0A928HKW8	A0A3D5BAP7	A0A3E3E572
22602	A0A3E0K9V2	A0A3E0K9V2	A0A6A0IMM5
22603	A0A3M1CZ63	A0A3M1CZ63	A0A3E3E572
22604	A0A7X9DTE2	A0A3M1CZ63	A0A3E3E572
22605	UPI0021C8F998	A0A6H2NUE8	A0A6A0IMM5
22606	A0A6H2NUE8	A0A6H2NUE8	A0A6A0IMM5
22607	UPI0008383FE0	A0A6H2NUE8	A0A6A0IMM5
22608	UPI001BD30956	A0A6H2NUE8	A0A6A0IMM5
22609	UPI0022262639	A0A6H2NUE8	A0A6A0IMM5
22610	UPI00223169BB	A0A6H2NUE8	A0A6A0IMM5
22611	A0A8G1H2Q5	A0A6H2NUE8	A0A6A0IMM5
22612	UPI0015FDD973	A0A6H2NUE8	A0A6A0IMM5
22613	UPI001AE6E647	A0A6H2NUE8	A0A6A0IMM5
22614	UPI002226367A	A0A6H2NUE8	A0A6A0IMM5
22615	A0A5C4TM68	A0A6H2NUE8	A0A6A0IMM5
22616	A0A7M3U295	A0A6H2NUE8	A0A6A0IMM5
22617	UPI001F47EB3D	A0A6H2NUE8	A0A6A0IMM5
22618	UPI00221E9E4F	A0A6H2NUE8	A0A6A0IMM5
22619	UPI0022264FA5	A0A6H2NUE8	A0A6A0IMM5
22620	UPI002231B653	A0A6H2NUE8	A0A6A0IMM5
22621	A0A369RMF9	A0A6H2NUE8	A0A6A0IMM5
22622	A0A3T0GIC6	A0A6H2NUE8	A0A6A0IMM5
22623	A0A5C0YQS5	A0A6H2NUE8	A0A6A0IMM5
22624	UPI000BBC23F3	A0A6H2NUE8	A0A6A0IMM5
22625	UPI00209E4B08	A0A6H2NUE8	A0A6A0IMM5
22626	UPI00221EA22E	A0A6H2NUE8	A0A6A0IMM5
22627	UPI00222F1201	A0A6H2NUE8	A0A6A0IMM5
22628	UPI0022320A42	A0A6H2NUE8	A0A6A0IMM5
22629	UPI002226BEC6	A0A6H2NUE8	A0A6A0IMM5
22630	UPI0022326834	A0A6H2NUE8	A0A6A0IMM5
22631	A0A7G5CA17	A0A6H2NUE8	A0A6A0IMM5
22632	UPI00221F8CDE	A0A6H2NUE8	A0A6A0IMM5
22633	UPI002226C4AD	A0A6H2NUE8	A0A6A0IMM5
22634	UPI00222F4AFA	A0A6H2NUE8	A0A6A0IMM5
22635	UPI0022326926	A0A6H2NUE8	A0A6A0IMM5
22636	A0A7G5CCS8	A0A6H2NUE8	A0A6A0IMM5
22637	UPI000D54CE1D	A0A6H2NUE8	A0A6A0IMM5
22638	UPI001CF4C919	A0A6H2NUE8	A0A6A0IMM5
22639	UPI0020A13238	A0A6H2NUE8	A0A6A0IMM5
22640	UPI0021F82C43	A0A6H2NUE8	A0A6A0IMM5
22641	UPI002226DCE9	A0A6H2NUE8	A0A6A0IMM5
22642	UPI00222F79AE	A0A6H2NUE8	A0A6A0IMM5
22643	UPI002232719B	A0A6H2NUE8	A0A6A0IMM5
22644	UPI00064B4F6D	A0A6H2NUE8	A0A6A0IMM5
22645	UPI00222F7EA0	A0A6H2NUE8	A0A6A0IMM5
22646	UPI0022329195	A0A6H2NUE8	A0A6A0IMM5
22647	UPI00034C494E	A0A6H2NUE8	A0A6A0IMM5
22648	UPI00157ACE21	A0A6H2NUE8	A0A6A0IMM5
22649	UPI001BA7E192	A0A6H2NUE8	A0A6A0IMM5
22650	UPI00056E11F0	A0A6H2NUE8	A0A6A0IMM5
22651	UPI00117D0865	A0A6H2NUE8	A0A6A0IMM5
22652	UPI0021F83F3F	A0A6H2NUE8	A0A6A0IMM5
22653	A0A176Q870	A0A6H2NUE8	A0A6A0IMM5
22654	A0A7Y6KJ26	A0A6H2NUE8	A0A6A0IMM5
22655	UPI00124FFECA	A0A6H2NUE8	A0A6A0IMM5
22656	UPI0018D8310A	A0A6H2NUE8	A0A6A0IMM5
22657	UPI00222778ED	A0A6H2NUE8	A0A6A0IMM5
22658	A0A218KNE7	A0A6H2NUE8	A0A6A0IMM5
22659	UPI0022204BDF	A0A6H2NUE8	A0A6A0IMM5
22660	UPI0022277AC9	A0A6H2NUE8	A0A6A0IMM5
22661	UPI00222FEEEC	A0A6H2NUE8	A0A6A0IMM5
22662	UPI0015733A11	A0A6H2NUE8	A0A6A0IMM5
22663	UPI001AE8E3F1	A0A6H2NUE8	A0A6A0IMM5
22664	UPI0021F8463B	A0A6H2NUE8	A0A6A0IMM5
22665	UPI0022210901	A0A6H2NUE8	A0A6A0IMM5
22666	UPI0022278E2A	A0A6H2NUE8	A0A6A0IMM5
22667	A0A6M5E605	A0A6H2NUE8	A0A6A0IMM5
22668	UPI00056F2EDF	A0A6H2NUE8	A0A6A0IMM5
22669	UPI0015DC5C5D	A0A6H2NUE8	A0A6A0IMM5
22670	UPI001ABE9B7E	A0A6H2NUE8	A0A6A0IMM5
22671	UPI002023F6B9	A0A6H2NUE8	A0A6A0IMM5
22672	UPI0022305744	A0A6H2NUE8	A0A6A0IMM5
22673	UPI0002D24A7C	A0A6H2NUE8	A0A6A0IMM5
22674	UPI0015FC5BF1	A0A6H2NUE8	A0A6A0IMM5
22675	UPI002227BA2C	A0A6H2NUE8	A0A6A0IMM5
22676	UPI0015FC8287	A0A6H2NUE8	A0A6A0IMM5
22677	UPI001446DCF2	A0A6H2NUE8	A0A6A0IMM5
22678	UPI0022307519	A0A6H2NUE8	A0A6A0IMM5
22679	UPI00225A79B4	A0A6H2NUE8	A0A6A0IMM5
22680	A0A5F1B679	A0A6H2NUE8	A0A6A0IMM5
22681	UPI0021F87CFE	A0A6H2NUE8	A0A6A0IMM5
22682	A0A7Z3HYS2	A0A6H2NUE8	A0A6A0IMM5
22683	UPI00202486EF	A0A6H2NUE8	A0A6A0IMM5
22684	UPI002228051B	A0A6H2NUE8	A0A6A0IMM5
22685	A0A178GT66	A0A6H2NUE8	A0A6A0IMM5
22686	UPI001BDA3E48	A0A6H2NUE8	A0A6A0IMM5
22687	A0A1V2N4Y7	A0A6H2NUE8	A0A6A0IMM5
22688	UPI0002374A71	A0A6H2NUE8	A0A6A0IMM5
22689	UPI0015FD458C	A0A6H2NUE8	A0A6A0IMM5
22690	Q4EB42	A0A6H2NUE8	A0A6A0IMM5
22691	UPI001BDA9759	A0A6H2NUE8	A0A6A0IMM5
22692	UPI002225E2B6	A0A6H2NUE8	A0A6A0IMM5
22693	A0A6C1U2L1	A0A6H2NUE8	A0A6A0IMM5
22694	A0A6I6CM88	A0A6H2NUE8	A0A6A0IMM5
22695	UPI00222E2661	A0A6H2NUE8	A0A6A0IMM5
22696	UPI002231350D	A0A6H2NUE8	A0A6A0IMM5
22697	UPI0022261AD4	A0A6H2NUE8	A0A6A0IMM5
22698	UPI0022313BB7	A0A6H2NUE8	A0A6A0IMM5
22699	A0A3N2QCT7	A0A6H2NUE8	A0A6A0IMM5
22700	A0A1E7QK83	A0A6H2NUE8	A0A6A0IMM5
22701	A0A8I0FEG0	A0A6H2NUE8	A0A6A0IMM5
22702	UPI0005F8FB8A	A0A6H2NUE8	A0A6A0IMM5
22703	A0A0F3RMA4	A0A6H2NUE8	A0A6A0IMM5
22704	A0A0F3MCA7	A0A6H2NUE8	A0A6A0IMM5
22705	A0A0F3MK63	A0A6H2NUE8	A0A6A0IMM5
22706	A0A2U3RN25	A0A6H2NUE8	A0A6A0IMM5
22707	A0A3N2QB73	A0A6H2NUE8	A0A6A0IMM5
22708	UPI0022308265	UPI0022308265	
22709	UPI00224729DB	UPI00224729DB	
22710	UPI00224B1CF4	A0A848J5Z2	A0A6A0IMM5
22711	A0A848J5Z2	A0A848J5Z2	A0A6A0IMM5
22712	A0A4D7JJ21	A0A848J5Z2	A0A6A0IMM5
22714	A0A0A0I9P8	A0A0A0I9P8	A0A5C1Q7L6
22715	A0A0D0G2Z6	A0A0D0G2Z6	A0A2V9NRA2
22716	A0A0G0U0I5	A0A0G0U0I5	A0A3E3E572
22717	A0A0S8IER3	A0A0S8IER3	A0A2C6E889
22718	A0A164BUW8	A0A164BUW8	A0A5A5RRQ5
22719	UPI001106165D	UPI001106165D	
22720	A0A926D1M9	A0A926D1M9	
22721	UPI0011EAA67E	A0A7H4YTP0	A0A2C6E889
22722	UPI000D72BC89	A0A7H4YTP0	A0A2C6E889
22723	A0A7H4YTP0	A0A7H4YTP0	A0A2C6E889
22724	H1GF88	A0A7H4YTP0	A0A2C6E889
22725	UPI00069BB9BA	A0A7H4YTP0	A0A2C6E889
22726	UPI0008540869	A0A7H4YTP0	A0A2C6E889
22727	UPI00086BE753	A0A7H4YTP0	A0A2C6E889
22728	UPI00087372B7	A0A7H4YTP0	A0A2C6E889
22729	UPI000A1D47FC	A0A7H4YTP0	A0A2C6E889
22730	UPI0011EAB807	A0A7H4YTP0	A0A2C6E889
22731	UPI001626A789	A0A7H4YTP0	A0A2C6E889
22732	UPI00162883C5	A0A7H4YTP0	A0A2C6E889
22733	UPI001629FA13	A0A7H4YTP0	A0A2C6E889
22734	UPI001889BBA4	A0A7H4YTP0	A0A2C6E889
22735	UPI001BDAEDFA	A0A7H4YTP0	A0A2C6E889
22736	UPI001E3C4BE8	A0A7H4YTP0	A0A2C6E889
22737	UPI0007756BC4	A0A7H4YTP0	A0A2C6E889
22738	UPI0008541506	A0A7H4YTP0	A0A2C6E889
22739	UPI00086C0404	A0A7H4YTP0	A0A2C6E889
22740	UPI0008738913	A0A7H4YTP0	A0A2C6E889
22741	UPI0008759339	A0A7H4YTP0	A0A2C6E889
22742	UPI000BDE7852	A0A7H4YTP0	A0A2C6E889
22743	UPI000DA8944B	A0A7H4YTP0	A0A2C6E889
22744	UPI000E6BA13E	A0A7H4YTP0	A0A2C6E889
22745	UPI0010E42437	A0A7H4YTP0	A0A2C6E889
22746	UPI0011F3EBD0	A0A7H4YTP0	A0A2C6E889
22747	UPI00164D220A	A0A7H4YTP0	A0A2C6E889
22748	A0A1D2J1I9	A0A7H4YTP0	A0A2C6E889
22749	A0A3H0FSS5	A0A7H4YTP0	A0A2C6E889
22750	UPI00061AC0B0	A0A7H4YTP0	A0A2C6E889
22751	UPI0008543713	A0A7H4YTP0	A0A2C6E889
22752	UPI00086C56E2	A0A7H4YTP0	A0A2C6E889
22753	UPI0008739C0F	A0A7H4YTP0	A0A2C6E889
22754	UPI00087596F0	A0A7H4YTP0	A0A2C6E889
22755	UPI000E7434F6	A0A7H4YTP0	A0A2C6E889
22756	UPI001624ECE1	A0A7H4YTP0	A0A2C6E889
22757	UPI0001C4E3A6	A0A7H4YTP0	A0A2C6E889
22758	UPI00074D6C01	A0A7H4YTP0	A0A2C6E889
22759	UPI0007665537	A0A7H4YTP0	A0A2C6E889
22760	UPI000775D5B4	A0A7H4YTP0	A0A2C6E889
22761	UPI000873B21F	A0A7H4YTP0	A0A2C6E889
22762	UPI000D726CFA	A0A7H4YTP0	A0A2C6E889
22763	UPI000E7458DC	A0A7H4YTP0	A0A2C6E889
22764	UPI0010CEE58A	A0A7H4YTP0	A0A2C6E889
22765	UPI0011EACF3A	A0A7H4YTP0	A0A2C6E889
22766	UPI0011EDCA7A	A0A7H4YTP0	A0A2C6E889
22767	UPI001628B8AF	A0A7H4YTP0	A0A2C6E889
22768	UPI00164DAE2A	A0A7H4YTP0	A0A2C6E889
22769	UPI0018880A30	A0A7H4YTP0	A0A2C6E889
22770	A0A8H9MN65	A0A7H4YTP0	A0A2C6E889
22771	UPI000873BE3D	A0A7H4YTP0	A0A2C6E889
22772	UPI000950F038	A0A7H4YTP0	A0A2C6E889
22773	UPI000DAA726A	A0A7H4YTP0	A0A2C6E889
22774	UPI000F154C70	A0A7H4YTP0	A0A2C6E889
22775	UPI0011EAD087	A0A7H4YTP0	A0A2C6E889
22776	UPI00162A1226	A0A7H4YTP0	A0A2C6E889
22777	UPI000873D2DD	A0A7H4YTP0	A0A2C6E889
22778	UPI0010D081DC	A0A7H4YTP0	A0A2C6E889
22779	UPI0010E84D9E	A0A7H4YTP0	A0A2C6E889
22780	UPI0011EAE8BF	A0A7H4YTP0	A0A2C6E889
22781	UPI0016234347	A0A7H4YTP0	A0A2C6E889
22782	UPI00162701D9	A0A7H4YTP0	A0A2C6E889
