Unnamed: 0	glucosaminidase-unclustered	glucosaminidase-mmseqs_cluster	glucosaminidase-foldseek_cluster
6305	A0A379CH65	A0A379CH65	A0A1H8JIA7
6306	UPI00101C293F	UPI00101C293F	
6307	UPI00189BFD23	UPI00189BFD23	
6308	UPI002165C57C	UPI002165C57C	
6309	UPI001B8B6CA8	UPI001B8B6CA8	
6310	UPI001C009066	UPI001C009066	
6311	UPI001CCA63A5	UPI001CCA63A5	
6312	UPI00125E8EF3	UPI00125E8EF3	
6313	UPI0022207846	UPI0022207846	
6314	UPI00032717BB	UPI00032717BB	
6315	UPI001C8C88C3	UPI001C8C88C3	
6316	UPI0006C65A88	UPI0006C65A88	
6317	UPI001CCDDC57	UPI001CCDDC57	
6318	UPI001C380A6F	UPI001C380A6F	
6319	UPI0013C615DC	UPI0013C615DC	
6320	UPI0013DE6982	UPI0013DE6982	
6321	UPI0013E01DAD	UPI0013E01DAD	
6322	UPI002003428D	UPI002003428D	
6323	UPI001E58D3D4	UPI001E58D3D4	
6324	UPI002003156E	UPI002003156E	
6325	UPI00102FA419	UPI00102FA419	
6326	UPI0003171D35	UPI0003171D35	
6327	UPI001E43B185	UPI001E43B185	
6328	UPI001F4085D4	UPI001F4085D4	
6329	UPI001F314DF3	UPI001F314DF3	
6330	UPI0004DC94B3	UPI0004DC94B3	
6331	UPI001F43482C	UPI001F43482C	
6332	UPI00203B3EE5	UPI00203B3EE5	
6333	UPI00139027F0	UPI00139027F0	
6334	UPI001AAF9F1B	UPI001AAF9F1B	
6335	UPI00119CEDFB	UPI00119CEDFB	
6336	UPI00192CEE1D	UPI00192CEE1D	
6337	UPI001BDB7298	UPI001BDB7298	
6338	UPI001F50C6D5	UPI001F50C6D5	
6339	UPI0018AACD44	UPI0018AACD44	
6340	UPI001C8B90F3	UPI001C8B90F3	
6341	UPI001AD86F2A	UPI001AD86F2A	
6342	UPI001AD85A75	UPI001AD85A75	
6343	UPI000DBFA3C9	UPI000DBFA3C9	
6344	UPI000DC02CD0	UPI000DC02CD0	
6345	UPI000DC4A2E8	UPI000DC4A2E8	
6346	UPI001AEB1834	UPI001AEB1834	
6347	UPI000362AEFF	UPI000362AEFF	
6348	UPI001491291A	UPI001491291A	
6349	UPI001420DD2B	UPI001420DD2B	
6350	UPI001266DD92	UPI001266DD92	
6351	UPI0014228902	UPI0014228902	
6352	UPI00166BF833	UPI00166BF833	
6353	UPI001CB7F55B	A0A7G9XQQ8	A0A3G8YHB3
6354	UPI00197BF547	A0A7G9XQQ8	A0A3G8YHB3
6355	UPI001C63E94C	A0A7G9XQQ8	A0A3G8YHB3
6356	UPI000D0F3C47	A0A7G9XQQ8	A0A3G8YHB3
6357	UPI00196BA26A	A0A7G9XQQ8	A0A3G8YHB3
6358	A0A7G9XQQ8	A0A7G9XQQ8	A0A3G8YHB3
6359	A0A7K3MBV4	A0A7G9XQQ8	A0A3G8YHB3
6360	UPI001FFFDF26	E9UTD8	A0A0S2DKP3
6361	UPI0021808209	E9UTD8	A0A0S2DKP3
6362	UPI001565903E	E9UTD8	A0A0S2DKP3
6363	UPI001F28F26A	E9UTD8	A0A0S2DKP3
6364	UPI00207D6BD4	E9UTD8	A0A0S2DKP3
6365	UPI000A38F53B	E9UTD8	A0A0S2DKP3
6366	E9UTD8	E9UTD8	A0A0S2DKP3
6367	R3J345	E9UTD8	A0A0S2DKP3
6368	A0A8S6XL41	E9UTD8	A0A0S2DKP3
6369	UPI000990EA2F	E9UTD8	A0A0S2DKP3
6370	UPI000FFF01B6	E9UTD8	A0A0S2DKP3
6371	UPI000A18E889	E9UTD8	A0A0S2DKP3
6372	UPI0011DD705D	E9UTD8	A0A0S2DKP3
6373	UPI000459FEA8	E9UTD8	A0A0S2DKP3
6374	UPI000F4DB51C	E9UTD8	A0A0S2DKP3
6375	UPI0011413C8F	E9UTD8	A0A0S2DKP3
6376	UPI001141948B	E9UTD8	A0A0S2DKP3
6377	UPI000CF1EFD1	E9UTD8	A0A0S2DKP3
6378	UPI000DE8145C	E9UTD8	A0A0S2DKP3
6379	UPI0001F0B2DD	E9UTD8	A0A0S2DKP3
6380	UPI00031F3495	E9UTD8	A0A0S2DKP3
6381	UPI000CF215A0	E9UTD8	A0A0S2DKP3
6382	UPI000DE9DDF2	E9UTD8	A0A0S2DKP3
6383	UPI0001F0C8B4	E9UTD8	A0A0S2DKP3
6384	UPI000CF23ACF	E9UTD8	A0A0S2DKP3
6385	UPI000CF23D42	E9UTD8	A0A0S2DKP3
6386	UPI000FDCA43E	E9UTD8	A0A0S2DKP3
6387	UPI000CF2588E	E9UTD8	A0A0S2DKP3
6388	UPI001BB47BEB	E9UTD8	A0A0S2DKP3
6389	UPI0001FFC2BC	E9UTD8	A0A0S2DKP3
6390	UPI001158D1C5	E9UTD8	A0A0S2DKP3
6391	UPI000F80B25E	E9UTD8	A0A0S2DKP3
6392	UPI000A340E5B	E9UTD8	A0A0S2DKP3
6393	UPI0019DAC324	E9UTD8	A0A0S2DKP3
6394	UPI001040CF7A	E9UTD8	A0A0S2DKP3
6395	UPI0019FD7AA9	E9UTD8	A0A0S2DKP3
6396	C7D0J4	E9UTD8	A0A0S2DKP3
6397	UPI00032E3973	E9UTD8	A0A0S2DKP3
6398	UPI00115C7B83	E9UTD8	A0A0S2DKP3
6399	UPI0001B2B306	E9UTD8	A0A0S2DKP3
6400	UPI00098D4A9D	E9UTD8	A0A0S2DKP3
6401	UPI001E2EF678	E9UTD8	A0A0S2DKP3
6402	UPI0002FAF424	E9UTD8	A0A0S2DKP3
6403	UPI00032F1B4A	E9UTD8	A0A0S2DKP3
6404	UPI000666A31F	E9UTD8	A0A0S2DKP3
6405	UPI0003301A9D	E9UTD8	A0A0S2DKP3
6406	UPI000330450F	E9UTD8	A0A0S2DKP3
6407	UPI000890D765	E9UTD8	A0A0S2DKP3
6408	UPI001780C8DA	E9UTD8	A0A0S2DKP3
6409	UPI001EED72AF	E9UTD8	A0A0S2DKP3
6410	UPI000330756F	E9UTD8	A0A0S2DKP3
6411	UPI001780CBB0	E9UTD8	A0A0S2DKP3
6412	UPI0001CB2B80	E9UTD8	A0A0S2DKP3
6413	UPI000304AB2A	E9UTD8	A0A0S2DKP3
6414	UPI000C18D9E5	E9UTD8	A0A0S2DKP3
6415	UPI001883A60F	E9UTD8	A0A0S2DKP3
6416	UPI000E0564BA	E9UTD8	A0A0S2DKP3
6417	UPI001925C0C0	E9UTD8	A0A0S2DKP3
6418	UPI00155F0CB2	E9UTD8	A0A0S2DKP3
6419	UPI0018845C18	E9UTD8	A0A0S2DKP3
6420	UPI00106557B1	E9UTD8	A0A0S2DKP3
6421	UPI001AEA14F6	E9UTD8	A0A0S2DKP3
6422	UPI001BDC15AF	E9UTD8	A0A0S2DKP3
6423	UPI000DD43579	E9UTD8	A0A0S2DKP3
6424	UPI000360B195	E9UTD8	A0A0S2DKP3
6425	UPI0020A2D013	E9UTD8	A0A0S2DKP3
6426	UPI0013D51134	E9UTD8	A0A0S2DKP3
6427	C7PW38	E9UTD8	A0A0S2DKP3
6428	D2B8I3	E9UTD8	A0A0S2DKP3
6429	UPI00178CE498	E9UTD8	A0A0S2DKP3
6430	UPI00223F0A11	E9UTD8	A0A0S2DKP3
6431	A0A4Z1E0K6	E9UTD8	A0A0S2DKP3
6432	UPI001AAFF0B4	E9UTD8	A0A0S2DKP3
6433	UPI0011AA0EFB	E9UTD8	A0A0S2DKP3
6434	UPI001E310F60	E9UTD8	A0A0S2DKP3
6435	UPI00217E3FA2	E9UTD8	A0A0S2DKP3
6436	UPI00217E551C	E9UTD8	A0A0S2DKP3
6437	UPI00217E9DF4	E9UTD8	A0A0S2DKP3
6438	UPI0021C8D100	E9UTD8	A0A0S2DKP3
6439	UPI0006FF2E33	E9UTD8	A0A0S2DKP3
6440	UPI000FFF4E38	E9UTD8	A0A0S2DKP3
6441	UPI00188A16FF	E9UTD8	A0A0S2DKP3
6442	UPI001E5804CD	E9UTD8	A0A0S2DKP3
6443	UPI00217EAA47	E9UTD8	A0A0S2DKP3
6444	UPI00226B9DAA	E9UTD8	A0A0S2DKP3
6445	UPI0016035F5D	E9UTD8	A0A0S2DKP3
6446	UPI00188A38E9	E9UTD8	A0A0S2DKP3
6447	UPI00217EBDB2	E9UTD8	A0A0S2DKP3
6448	UPI00188B770A	E9UTD8	A0A0S2DKP3
6449	UPI001BDDD1A0	E9UTD8	A0A0S2DKP3
6450	UPI00217EC63C	E9UTD8	A0A0S2DKP3
6451	UPI0021C9EF43	E9UTD8	A0A0S2DKP3
6452	UPI000E0C4086	E9UTD8	A0A0S2DKP3
6453	UPI00188B895B	E9UTD8	A0A0S2DKP3
6454	UPI001BDDF040	E9UTD8	A0A0S2DKP3
6455	UPI00188BB8E8	E9UTD8	A0A0S2DKP3
6456	UPI001AD98551	E9UTD8	A0A0S2DKP3
6457	UPI001BDDFF2F	E9UTD8	A0A0S2DKP3
6458	UPI001E322EFC	E9UTD8	A0A0S2DKP3
6459	UPI000DA739F8	E9UTD8	A0A0S2DKP3
6460	UPI000F4BB0A1	E9UTD8	A0A0S2DKP3
6461	UPI001564A223	E9UTD8	A0A0S2DKP3
6462	UPI001AD9C880	E9UTD8	A0A0S2DKP3
6463	UPI001E33F73B	E9UTD8	A0A0S2DKP3
6464	UPI0004CE455D	E9UTD8	A0A0S2DKP3
6465	UPI000DA771C1	E9UTD8	A0A0S2DKP3
6466	UPI001BDE78C8	E9UTD8	A0A0S2DKP3
6467	UPI000DA7C8A0	E9UTD8	A0A0S2DKP3
6468	UPI001BDE9059	E9UTD8	A0A0S2DKP3
6469	UPI000DA7D329	E9UTD8	A0A0S2DKP3
6470	UPI001BDE9CF5	E9UTD8	A0A0S2DKP3
6471	A0A977ZSM1	E9UTD8	A0A0S2DKP3
6472	UPI000DA7D58F	E9UTD8	A0A0S2DKP3
6473	UPI001ADBB34F	E9UTD8	A0A0S2DKP3
6474	UPI001BDEAFCE	E9UTD8	A0A0S2DKP3
6475	UPI000DA88893	E9UTD8	A0A0S2DKP3
6476	UPI00119D0D32	E9UTD8	A0A0S2DKP3
6477	UPI001BDF1F76	E9UTD8	A0A0S2DKP3
6478	UPI000DA8A232	E9UTD8	A0A0S2DKP3
6479	UPI0015679A8D	E9UTD8	A0A0S2DKP3
6480	UPI001BDF4032	E9UTD8	A0A0S2DKP3
6481	UPI000DA8ACDE	E9UTD8	A0A0S2DKP3
6482	UPI0022732098	E9UTD8	A0A0S2DKP3
6483	UPI000DA8DA74	E9UTD8	A0A0S2DKP3
6484	UPI001ADCD12C	E9UTD8	A0A0S2DKP3
6485	UPI001BDFAC07	E9UTD8	A0A0S2DKP3
6486	UPI000DA9ED8A	E9UTD8	A0A0S2DKP3
6487	UPI001BE0180D	E9UTD8	A0A0S2DKP3
6488	UPI001C9A6A91	E9UTD8	A0A0S2DKP3
6489	UPI0009E93B39	E9UTD8	A0A0S2DKP3
6490	UPI000DA9FC62	E9UTD8	A0A0S2DKP3
6491	UPI00119FD979	E9UTD8	A0A0S2DKP3
6492	UPI000DAACC4F	E9UTD8	A0A0S2DKP3
6493	UPI001E2E6C58	E9UTD8	A0A0S2DKP3
6494	P80036	E9UTD8	A0A0S2DKP3
6495	UPI00200D84C2	E9UTD8	A0A0S2DKP3
6496	UPI000D8A1C12	E9UTD8	A0A0S2DKP3
6497	UPI00135B55C6	E9UTD8	A0A0S2DKP3
6498	UPI001BCAABCB	E9UTD8	A0A0S2DKP3
6499	A0A653SLC7	E9UTD8	A0A0S2DKP3
6500	UPI0021B13090	E9UTD8	A0A0S2DKP3
6501	UPI0021D8B1F6	E9UTD8	A0A0S2DKP3
6502	UPI0021C12C26	E9UTD8	A0A0S2DKP3
6503	UPI0005ABC8DA	E9UTD8	A0A0S2DKP3
6504	UPI0019685503	E9UTD8	A0A0S2DKP3
6505	UPI002025C80E	E9UTD8	A0A0S2DKP3
6506	UPI00217CD770	E9UTD8	A0A0S2DKP3
6507	UPI0008DDE1A5	E9UTD8	A0A0S2DKP3
6508	UPI001F58015B	E9UTD8	A0A0S2DKP3
6509	UPI0008DE12BD	E9UTD8	A0A0S2DKP3
6510	UPI0015F5A9CF	E9UTD8	A0A0S2DKP3
6511	UPI00217D516A	E9UTD8	A0A0S2DKP3
6512	UPI0008DE24B5	E9UTD8	A0A0S2DKP3
6513	UPI00217DDA25	E9UTD8	A0A0S2DKP3
6514	UPI0021C767EA	E9UTD8	A0A0S2DKP3
6515	U2R9B3	E9UTD8	A0A0S2DKP3
6516	UPI0004CC675B	E9UTD8	A0A0S2DKP3
6517	UPI001F040DEB	E9UTD8	A0A0S2DKP3
6518	F3NDC4	E9UTD8	A0A0S2DKP3
6519	UPI00084C145D	E9UTD8	A0A0S2DKP3
6520	UPI001960733D	E9UTD8	A0A0S2DKP3
6521	UPI0006E26AA9	E9UTD8	A0A0S2DKP3
6522	C8ZX15	E9UTD8	A0A0S2DKP3
6523	UPI00083F7D09	E9UTD8	A0A0S2DKP3
6524	UPI00083FBE2F	E9UTD8	A0A0S2DKP3
6525	UPI00211D1D2E	E9UTD8	A0A0S2DKP3
6526	UPI001F5BD39F	E9UTD8	A0A0S2DKP3
6527	UPI00056BC9C5	E9UTD8	A0A0S2DKP3
6528	UPI001CF4D048	E9UTD8	A0A0S2DKP3
6529	UPI001E3D8455	E9UTD8	A0A0S2DKP3
6530	UPI001E65D505	E9UTD8	A0A0S2DKP3
6531	UPI001D17B112	E9UTD8	A0A0S2DKP3
6532	UPI0021A6B0EB	E9UTD8	A0A0S2DKP3
6533	UPI001FCAAF93	E9UTD8	A0A0S2DKP3
6534	UPI0021B14D71	E9UTD8	A0A0S2DKP3
6535	UPI001F573C51	E9UTD8	A0A0S2DKP3
6536	A0A2X0QKA7	E9UTD8	A0A0S2DKP3
6537	T0U2E3	E9UTD8	A0A0S2DKP3
6538	UPI000E75961A	E9UTD8	A0A0S2DKP3
6539	UPI00083F5D49	E9UTD8	A0A0S2DKP3
6540	UPI000E76B948	E9UTD8	A0A0S2DKP3
6541	UPI00083F679D	E9UTD8	A0A0S2DKP3
6542	UPI000D0F6175	E9UTD8	A0A0S2DKP3
6543	A0A366U9D8	E9UTD8	A0A0S2DKP3
6544	UPI00083F6C3C	E9UTD8	A0A0S2DKP3
6545	UPI00047898C3	E9UTD8	A0A0S2DKP3
6546	A0A7G2D6V4	E9UTD8	A0A0S2DKP3
6547	A0A0F0KP37	E9UTD8	A0A0S2DKP3
6548	A0A0F2CCJ3	E9UTD8	A0A0S2DKP3
6549	A0A3Q9J835	E9UTD8	A0A0S2DKP3
6550	UPI001FB5A513	E9UTD8	A0A0S2DKP3
6551	UPI000AF61345	E9UTD8	A0A0S2DKP3
6552	UPI001C1E861D	E9UTD8	A0A0S2DKP3
6553	A0A5B7ULE2	E9UTD8	A0A0S2DKP3
6554	S2YWZ8	E9UTD8	A0A0S2DKP3
6555	UPI0003A7B6E2	E9UTD8	A0A0S2DKP3
6556	UPI0005B768FF	E9UTD8	A0A0S2DKP3
6557	UPI00157A8000	E9UTD8	A0A0S2DKP3
6558	UPI0018849347	E9UTD8	A0A0S2DKP3
6559	UPI0000110B25	E9UTD8	A0A0S2DKP3
6560	UPI0004CC0689	E9UTD8	A0A0S2DKP3
6561	UPI0018DB7A0A	E9UTD8	A0A0S2DKP3
6562	UPI001B3C67BA	E9UTD8	A0A0S2DKP3
6563	UPI0021E3DCCC	E9UTD8	A0A0S2DKP3
6564	UPI002257A787	E9UTD8	A0A0S2DKP3
6565	UPI0000110B7A	E9UTD8	A0A0S2DKP3
6566	UPI000C9C6C6E	E9UTD8	A0A0S2DKP3
6567	UPI001E4E4DAD	E9UTD8	A0A0S2DKP3
6568	UPI0000110B7B	E9UTD8	A0A0S2DKP3
6569	UPI00106DDA92	E9UTD8	A0A0S2DKP3
6570	UPI001367CFA9	E9UTD8	A0A0S2DKP3
6571	UPI0018DCB8DA	E9UTD8	A0A0S2DKP3
6572	UPI001F02C77D	E9UTD8	A0A0S2DKP3
6573	UPI002243F8E7	E9UTD8	A0A0S2DKP3
6574	UPI0000110B86	E9UTD8	A0A0S2DKP3
6575	UPI00210E8410	E9UTD8	A0A0S2DKP3
6576	UPI0000110B87	E9UTD8	A0A0S2DKP3
6577	UPI001676447C	E9UTD8	A0A0S2DKP3
6578	UPI001684D637	E9UTD8	A0A0S2DKP3
6579	UPI001F039BAE	E9UTD8	A0A0S2DKP3
6580	UPI00210EF8D5	E9UTD8	A0A0S2DKP3
6581	UPI0000110B88	E9UTD8	A0A0S2DKP3
6582	UPI000A3D2C33	E9UTD8	A0A0S2DKP3
6583	UPI00167181C5	E9UTD8	A0A0S2DKP3
6584	UPI0000110B89	E9UTD8	A0A0S2DKP3
6585	UPI001676604A	E9UTD8	A0A0S2DKP3
6586	UPI001914C9EB	E9UTD8	A0A0S2DKP3
6587	UPI001BAF89D3	E9UTD8	A0A0S2DKP3
6588	UPI001C0DD4FC	E9UTD8	A0A0S2DKP3
6589	UPI0020BD4E68	E9UTD8	A0A0S2DKP3
6590	UPI00052615E3	E9UTD8	A0A0S2DKP3
6591	UPI000BF08133	E9UTD8	A0A0S2DKP3
6592	UPI000FD6E62C	E9UTD8	A0A0S2DKP3
6593	UPI0016601E88	E9UTD8	A0A0S2DKP3
6594	UPI001D11988C	E9UTD8	A0A0S2DKP3
6595	UPI0020347264	E9UTD8	A0A0S2DKP3
6596	A0A0N0MPD6	E9UTD8	A0A0S2DKP3
6597	A0A6C0QCZ6	E9UTD8	A0A0S2DKP3
6598	A0A977UEI1	E9UTD8	A0A0S2DKP3
6599	UPI001330F1D5	E9UTD8	A0A0S2DKP3
6600	A0A2S6XF37	E9UTD8	A0A0S2DKP3
6601	UPI001F3F5F18	E9UTD8	A0A0S2DKP3
6602	UPI001F5C1CB6	E9UTD8	A0A0S2DKP3
6603	UPI0004BE7B6A	E9UTD8	A0A0S2DKP3
6604	UPI0004CE8F36	E9UTD8	A0A0S2DKP3
6605	UPI001C26FA24	E9UTD8	A0A0S2DKP3
6606	UPI001CC99C12	E9UTD8	A0A0S2DKP3
6607	UPI001CF0D4A3	E9UTD8	A0A0S2DKP3
6608	UPI001FB77595	E9UTD8	A0A0S2DKP3
6609	UPI00201FFBA8	E9UTD8	A0A0S2DKP3
6610	A0A3N6DKM4	E9UTD8	A0A0S2DKP3
6611	A0A7U8UP60	E9UTD8	A0A0S2DKP3
6612	D7C9J8	E9UTD8	A0A0S2DKP3
6613	UPI00056D0535	E9UTD8	A0A0S2DKP3
6614	UPI001673137E	E9UTD8	A0A0S2DKP3
6615	UPI00167744CB	E9UTD8	A0A0S2DKP3
6616	UPI00168AE553	E9UTD8	A0A0S2DKP3
6617	UPI001CC9CA90	E9UTD8	A0A0S2DKP3
6618	UPI0021CFC0C7	E9UTD8	A0A0S2DKP3
6619	UPI001646952A	E9UTD8	A0A0S2DKP3
6620	UPI0016774778	E9UTD8	A0A0S2DKP3
6621	UPI0018A7E252	E9UTD8	A0A0S2DKP3
6622	UPI00192026A3	E9UTD8	A0A0S2DKP3
6623	UPI0019D27C6D	E9UTD8	A0A0S2DKP3
6624	A0A0A8EZ04	E9UTD8	A0A0S2DKP3
6625	P04067	E9UTD8	A0A0S2DKP3
6626	UPI0004C60891	E9UTD8	A0A0S2DKP3
6627	UPI0008355A03	E9UTD8	A0A0S2DKP3
6628	UPI000978FCB1	E9UTD8	A0A0S2DKP3
6629	UPI001BB323CA	E9UTD8	A0A0S2DKP3
6630	UPI001F37CFFE	E9UTD8	A0A0S2DKP3
6631	UPI0021F8F136	E9UTD8	A0A0S2DKP3
6632	UPI00226FFFB7	E9UTD8	A0A0S2DKP3
6633	UPI001663AC6F	E9UTD8	A0A0S2DKP3
6634	UPI002113DA21	E9UTD8	A0A0S2DKP3
6635	UPI00100F6513	E9UTD8	A0A0S2DKP3
6636	UPI001961868A	E9UTD8	A0A0S2DKP3
6637	A0A291SKX7	E9UTD8	A0A0S2DKP3
6638	A0A2J7Z6R8	E9UTD8	A0A0S2DKP3
6639	UPI000EF59998	E9UTD8	A0A0S2DKP3
6640	UPI001C2F8937	E9UTD8	A0A0S2DKP3
6641	UPI001CFBD44B	E9UTD8	A0A0S2DKP3
6642	UPI0006E2E8F9	E9UTD8	A0A0S2DKP3
6643	UPI0008534BB5	E9UTD8	A0A0S2DKP3
6644	UPI001C2FB7A3	E9UTD8	A0A0S2DKP3
6645	UPI001CCB7674	E9UTD8	A0A0S2DKP3
6646	A0A399HJH6	E9UTD8	A0A0S2DKP3
6647	UPI0004CA30AA	E9UTD8	A0A0S2DKP3
6648	UPI000D59A133	E9UTD8	A0A0S2DKP3
6649	UPI000EF5F3B0	E9UTD8	A0A0S2DKP3
6650	UPI0013F6925C	E9UTD8	A0A0S2DKP3
6651	UPI0018FEF6C9	E9UTD8	A0A0S2DKP3
6652	UPI0019629CA8	E9UTD8	A0A0S2DKP3
6653	UPI00224F93E1	E9UTD8	A0A0S2DKP3
6654	UPI0004CA5EA9	E9UTD8	A0A0S2DKP3
6655	UPI0008538449	E9UTD8	A0A0S2DKP3
6656	A0A059WGD9	E9UTD8	A0A0S2DKP3
6657	UPI001ABCBF81	E9UTD8	A0A0S2DKP3
6658	UPI00057DCE1F	E9UTD8	A0A0S2DKP3
6659	UPI0007501D1A	E9UTD8	A0A0S2DKP3
6660	UPI00057F4A97	E9UTD8	A0A0S2DKP3
6661	UPI0006E4308B	E9UTD8	A0A0S2DKP3
6662	UPI000A36F543	E9UTD8	A0A0S2DKP3
6663	UPI001B33D877	E9UTD8	A0A0S2DKP3
6664	UPI001CCC9F19	E9UTD8	A0A0S2DKP3
6665	UPI0004C0F4CB	E9UTD8	A0A0S2DKP3
6666	UPI0007DB0630	E9UTD8	A0A0S2DKP3
6667	UPI0013DB7826	E9UTD8	A0A0S2DKP3
6668	UPI0016678F2C	E9UTD8	A0A0S2DKP3
6669	UPI00167E15CF	E9UTD8	A0A0S2DKP3
6670	UPI001965D44F	E9UTD8	A0A0S2DKP3
6671	UPI001CCD1177	E9UTD8	A0A0S2DKP3
6672	A0A7X6AW82	E9UTD8	A0A0S2DKP3
6673	UPI0004CABEF9	E9UTD8	A0A0S2DKP3
6674	UPI000A378DB6	E9UTD8	A0A0S2DKP3
6675	UPI0013DB8BBE	E9UTD8	A0A0S2DKP3
6676	UPI00167E4148	E9UTD8	A0A0S2DKP3
6677	UPI001E3ECF47	E9UTD8	A0A0S2DKP3
6678	UPI00214C4B07	E9UTD8	A0A0S2DKP3
6679	UPI0021B1CAA0	E9UTD8	A0A0S2DKP3
6680	UPI0022A89482	E9UTD8	A0A0S2DKP3
6681	A2AXC8	E9UTD8	A0A0S2DKP3
6682	UPI00039E63A2	E9UTD8	A0A0S2DKP3
6683	UPI0004C72B5C	E9UTD8	A0A0S2DKP3
6684	UPI0004CB0F67	E9UTD8	A0A0S2DKP3
6685	UPI000FEB8E8C	E9UTD8	A0A0S2DKP3
6686	UPI001238D73E	E9UTD8	A0A0S2DKP3
6687	UPI001B35DD7C	E9UTD8	A0A0S2DKP3
6688	UPI001F608CBA	E9UTD8	A0A0S2DKP3
6689	UPI0021D9185C	E9UTD8	A0A0S2DKP3
6690	UPI000B5CFF67	E9UTD8	A0A0S2DKP3
6691	UPI0013DC2BBA	E9UTD8	A0A0S2DKP3
6692	UPI00142365B1	E9UTD8	A0A0S2DKP3
6693	UPI001CC22D18	E9UTD8	A0A0S2DKP3
6694	UPI002026066A	E9UTD8	A0A0S2DKP3
6695	G0G1Z7	E9UTD8	A0A0S2DKP3
6696	H1QLA9	E9UTD8	A0A0S2DKP3
6697	UPI00110FBD24	E9UTD8	A0A0S2DKP3
6698	UPI001675ABB0	E9UTD8	A0A0S2DKP3
6699	UPI0018DA42F2	E9UTD8	A0A0S2DKP3
6700	UPI001F2500BB	E9UTD8	A0A0S2DKP3
6701	UPI000517E73C	E9UTD8	A0A0S2DKP3
6702	UPI0006EBAE03	E9UTD8	A0A0S2DKP3
6703	UPI00076725B8	E9UTD8	A0A0S2DKP3
6704	UPI001784315C	E9UTD8	A0A0S2DKP3
6705	UPI00190928C5	E9UTD8	A0A0S2DKP3
6706	A0A2P7ZYH2	E9UTD8	A0A0S2DKP3
6707	A0A387HMP9	E9UTD8	A0A0S2DKP3
6708	UPI0004C7EC50	E9UTD8	A0A0S2DKP3
6709	UPI0008E2882C	E9UTD8	A0A0S2DKP3
6710	UPI000F01865D	E9UTD8	A0A0S2DKP3
6711	UPI001D0BC5C5	E9UTD8	A0A0S2DKP3
6712	UPI001F614881	E9UTD8	A0A0S2DKP3
6713	UPI002030B931	E9UTD8	A0A0S2DKP3
6714	UPI0020A4775E	E9UTD8	A0A0S2DKP3
6715	A9WNY9	E9UTD8	A0A0S2DKP3
6716	UPI000E590A8E	E9UTD8	A0A0S2DKP3
6717	UPI001BA8A7BE	E9UTD8	A0A0S2DKP3
6718	UPI001AEA73DB	E9UTD8	A0A0S2DKP3
6719	W7SPJ1	E9UTD8	A0A0S2DKP3
6720	R1FYH6	E9UTD8	A0A0S2DKP3
6721	UPI000D8B4FB2	E9UTD8	A0A0S2DKP3
6722	UPI001CE14E20	E9UTD8	A0A0S2DKP3
6723	UPI00141BE406	E9UTD8	A0A0S2DKP3
6724	UPI00195DAE9C	E9UTD8	A0A0S2DKP3
6725	UPI0021A7A4C4	E9UTD8	A0A0S2DKP3
6726	UPI002153788A	A0A2K8LTX0	A0A4Y3VQ71
6727	A0A974UMS9	A0A2K8LTX0	A0A4Y3VQ71
6728	UPI001F55F492	A0A2K8LTX0	A0A4Y3VQ71
6729	A0A8F9YHF1	A0A2K8LTX0	A0A4Y3VQ71
6730	UPI00106ECC28	A0A2K8LTX0	A0A4Y3VQ71
6731	UPI00106FB0F4	A0A2K8LTX0	A0A4Y3VQ71
6732	A0A2K8LTX0	A0A2K8LTX0	A0A4Y3VQ71
6733	A0A419I8A2	A0A2K8LTX0	A0A4Y3VQ71
6734	UPI000A3BC1EF	A0A2K8LTX0	A0A4Y3VQ71
6735	UPI000567C368	A0A2K8LTX0	A0A4Y3VQ71
6736	A0A8E1VUT0	A0A2K8LTX0	A0A4Y3VQ71
6737	UPI001F38222F	A0A2K8LTX0	A0A4Y3VQ71
6738	UPI001FF2C9C9	A0A2K8LTX0	A0A4Y3VQ71
6739	UPI001F40C0F5	A0A2K8LTX0	A0A4Y3VQ71
6740	UPI001EE97C7E	A0A2K8LTX0	A0A4Y3VQ71
6741	UPI0005C1F72E	A0A2K8LTX0	A0A4Y3VQ71
6742	UPI000E26D396	A0A2K8LTX0	A0A4Y3VQ71
6743	UPI00223E8F48	A0A2K8LTX0	A0A4Y3VQ71
6744	A0A848S5X9	A0A2K8LTX0	A0A4Y3VQ71
6745	A0A3R9DR21	A0A2K8LTX0	A0A4Y3VQ71
6746	A0A7W3W4R0	A0A2K8LTX0	A0A4Y3VQ71
6747	UPI001A8EF2B8	A0A2K8LTX0	A0A4Y3VQ71
6748	UPI000A366C21	A0A2K8LTX0	A0A4Y3VQ71
6749	UPI001FD41543	A0A2K8LTX0	A0A4Y3VQ71
6750	UPI00101E2FB1	A0A2K8LTX0	A0A4Y3VQ71
6751	UPI00101065D1	A0A2K8LTX0	A0A4Y3VQ71
6752	UPI00210D7DD8	A0A2K8LTX0	A0A4Y3VQ71
6753	A0A419HCW4	A0A2K8LTX0	A0A4Y3VQ71
6754	UPI001FEABD3C	A0A2K8LTX0	A0A4Y3VQ71
6755	A0A5M7B9B0	A0A2K8LTX0	A0A4Y3VQ71
6756	A0A4Q6V4Q9	A0A2K8LTX0	A0A4Y3VQ71
6757	A0A7L5B622	A0A2K8LTX0	A0A4Y3VQ71
