	ld_carboxypeptidases_unclustered	ld_carboxypeptidases_mmseqs_cluster	ld_carboxypeptidases_foldseek_cluster
18163	UPI0013D371F4	UPI001B1D3BE7	
18164	UPI001C52AD94	UPI001B1D3BE7	
18165	UPI001F04D5E6	UPI001B1D3BE7	
18166	UPI001FCAE627	UPI001B1D3BE7	
18167	UPI0007CA5B36	UPI001B1D3BE7	
18168	UPI0012ABE9B5	UPI001B1D3BE7	
18169	UPI001C667237	UPI001B1D3BE7	
18170	UPI001E43092A	UPI001B1D3BE7	
18171	UPI001F3F3899	UPI001B1D3BE7	
18172	UPI001FADF977	UPI001B1D3BE7	
18173	UPI00209BC732	UPI001B1D3BE7	
18174	UPI0022851343	UPI001B1D3BE7	
18175	A0A2S0V7R4	UPI001B1D3BE7	
18176	A0A5J5FQ96	UPI001B1D3BE7	
18177	UPI0005B61B9C	UPI001B1D3BE7	
18178	UPI000937C427	UPI001B1D3BE7	
18179	UPI000C18A146	UPI001B1D3BE7	
18180	UPI001218A97A	UPI001B1D3BE7	
18181	UPI001560C638	UPI001B1D3BE7	
18182	UPI0015D5E6DC	UPI001B1D3BE7	
18183	UPI001626C28C	UPI001B1D3BE7	
18184	UPI001654155A	UPI001B1D3BE7	
18185	UPI0018A3DC65	UPI001B1D3BE7	
18186	UPI0019049A30	UPI001B1D3BE7	
18187	UPI00190A9CB8	UPI001B1D3BE7	
18188	A0A1X0WIQ8	UPI001B1D3BE7	
18189	UPI00035808BF	UPI001B1D3BE7	
18190	UPI0009BC1888	UPI001B1D3BE7	
18191	UPI000C7F347D	UPI001B1D3BE7	
18192	UPI000E2A496A	UPI001B1D3BE7	
18193	UPI0010A5DBE7	UPI001B1D3BE7	
18194	UPI00115B57CD	UPI001B1D3BE7	
18195	UPI001C3E2F3C	UPI001B1D3BE7	
18196	UPI00073C6BA0	UPI001B1D3BE7	
18197	UPI0007CBC41A	UPI001B1D3BE7	
18198	UPI000C292D42	UPI001B1D3BE7	
18199	UPI000E2A8F4B	UPI001B1D3BE7	
18200	UPI000F4D6AD0	UPI001B1D3BE7	
18201	UPI0012B75C03	UPI001B1D3BE7	
18202	UPI0015EA9D97	UPI001B1D3BE7	
18203	UPI001CD7A4B4	UPI001B1D3BE7	
18204	UPI001CFD4FE9	UPI001B1D3BE7	
18205	UPI00203E8EE3	UPI001B1D3BE7	
18206	UPI0001C6757A	UPI001B1D3BE7	
18207	UPI0003AC6CCE	UPI001B1D3BE7	
18208	UPI0009BC49D3	UPI001B1D3BE7	
18209	UPI0016544B4D	UPI001B1D3BE7	
18210	UPI001E3C95CF	UPI001B1D3BE7	
18211	UPI002080F6A5	UPI001B1D3BE7	
18212	A0A288TL64	UPI001B1D3BE7	
18213	UPI0007CC2292	UPI001B1D3BE7	
18214	UPI000E2AFAEE	UPI001B1D3BE7	
18215	UPI0016545239	UPI001B1D3BE7	
18216	UPI00195E85F0	UPI001B1D3BE7	
18217	UPI0002B5883A	UPI001B1D3BE7	
18218	UPI000344C0C5	UPI001B1D3BE7	
18219	UPI00049FBF77	UPI001B1D3BE7	
18220	UPI000578E36E	UPI001B1D3BE7	
18221	UPI000BA039DC	UPI001B1D3BE7	
18222	UPI000C29B3EC	UPI001B1D3BE7	
18223	UPI0018A7040F	UPI001B1D3BE7	
18224	UPI001BCBFE83	UPI001B1D3BE7	
18225	UPI001C70347F	UPI001B1D3BE7	
18226	UPI0020A35FC2	UPI001B1D3BE7	
18227	UPI0021A5DF14	UPI001B1D3BE7	
18228	UPI0021F37882	UPI001B1D3BE7	
18229	UPI0006654522	UPI001B1D3BE7	
18230	UPI0007CC642A	UPI001B1D3BE7	
18231	UPI000A3998AF	UPI001B1D3BE7	
18232	UPI000C29CE4D	UPI001B1D3BE7	
18233	UPI000D74178E	UPI001B1D3BE7	
18234	UPI000E2B0D04	UPI001B1D3BE7	
18235	UPI00192B1144	UPI001B1D3BE7	
18236	UPI0021D8B142	UPI001B1D3BE7	
18237	UPI0022AA8FF8	UPI001B1D3BE7	
18238	A0A8G1KJH2	UPI001B1D3BE7	
18239	UPI00024882EC	UPI001B1D3BE7	
18240	UPI000C2A55EC	UPI001B1D3BE7	
18241	UPI000D742532	UPI001B1D3BE7	
18242	UPI000E2B1924	UPI001B1D3BE7	
18243	UPI000E74D125	UPI001B1D3BE7	
18244	UPI00139837DF	UPI001B1D3BE7	
18245	UPI002272670B	UPI001B1D3BE7	
18246	UPI000447A137	UPI001B1D3BE7	
18247	UPI0007CCF84B	UPI001B1D3BE7	
18248	UPI00094A5AAD	UPI001B1D3BE7	
18249	UPI000F2640BC	UPI001B1D3BE7	
18250	UPI001033823B	UPI001B1D3BE7	
18251	UPI0010EC8736	UPI001B1D3BE7	
18252	UPI0012F8F886	UPI001B1D3BE7	
18253	UPI001C9402CD	UPI001B1D3BE7	
18254	A0A4U7KCH1	UPI001B1D3BE7	
18255	UPI0005CBD78B	UPI001B1D3BE7	
18256	UPI00062C854F	UPI001B1D3BE7	
18257	UPI0007CD1E54	UPI001B1D3BE7	
18258	UPI000D743AA2	UPI001B1D3BE7	
18259	UPI000E2B923F	UPI001B1D3BE7	
18260	UPI00115C2419	UPI001B1D3BE7	
18261	UPI0018E35392	UPI001B1D3BE7	
18262	UPI001BD6C2DB	UPI001B1D3BE7	
18263	UPI001C5A406C	UPI001B1D3BE7	
18264	UPI001F288256	UPI001B1D3BE7	
18265	UPI00066660D3	UPI001B1D3BE7	
18266	UPI0008481063	UPI001B1D3BE7	
18267	UPI000B7FB85F	UPI001B1D3BE7	
18268	UPI000BBCA83B	UPI001B1D3BE7	
18269	UPI000D7448F6	UPI001B1D3BE7	
18270	UPI000E2B999C	UPI001B1D3BE7	
18271	UPI0010339922	UPI001B1D3BE7	
18272	UPI001303C284	UPI001B1D3BE7	
18273	UPI00193A1431	UPI001B1D3BE7	
18274	UPI002076B073	UPI001B1D3BE7	
18275	UPI0020CD1C7B	UPI001B1D3BE7	
18276	A0A7C8KLL9	UPI001B1D3BE7	
18277	G7LLA4	UPI001B1D3BE7	
18278	UPI0004A0CB51	UPI001B1D3BE7	
18279	UPI00066067F4	UPI001B1D3BE7	
18280	UPI000AE3D75D	UPI001B1D3BE7	
18281	UPI000D74599B	UPI001B1D3BE7	
18282	UPI000E20636A	UPI001B1D3BE7	
18283	UPI000E2BD044	UPI001B1D3BE7	
18284	UPI001033F4CD	UPI001B1D3BE7	
18285	UPI00132F8E47	UPI001B1D3BE7	
18286	UPI0013EF0F26	UPI001B1D3BE7	
18287	UPI001554BD7E	UPI001B1D3BE7	
18288	UPI0016ABC079	UPI001B1D3BE7	
18289	UPI00202358A8	UPI001B1D3BE7	
18290	UPI0004495E21	UPI001B1D3BE7	
18291	UPI0004A15F91	UPI001B1D3BE7	
18292	UPI000666C3D1	UPI001B1D3BE7	
18293	UPI000C7B9A88	UPI001B1D3BE7	
18294	UPI000D745BF8	UPI001B1D3BE7	
18295	UPI000E206825	UPI001B1D3BE7	
18296	UPI0011C7F31D	UPI001B1D3BE7	
18297	UPI001F05AE57	UPI001B1D3BE7	
18298	UPI001F176C33	UPI001B1D3BE7	
18299	A0A845SFC5	UPI001B1D3BE7	
18300	UPI0007A6277B	UPI001B1D3BE7	
18301	UPI000E2C58D2	UPI001B1D3BE7	
18302	UPI0010343000	UPI001B1D3BE7	
18303	UPI001082809D	UPI001B1D3BE7	
18304	UPI0016474F6F	UPI001B1D3BE7	
18305	UPI00188904D7	UPI001B1D3BE7	
18306	UPI001C8043C1	UPI001B1D3BE7	
18307	UPI002181413A	UPI001B1D3BE7	
18308	UPI0021C86469	UPI001B1D3BE7	
18309	A0A1W6H0W1	UPI001B1D3BE7	
18310	UPI00032F60D6	UPI001B1D3BE7	
18311	UPI0004DAFEB6	UPI001B1D3BE7	
18312	UPI000502C788	UPI001B1D3BE7	
18313	UPI000C7BBCFD	UPI001B1D3BE7	
18314	UPI000D74B059	UPI001B1D3BE7	
18315	UPI000E2CAC1C	UPI001B1D3BE7	
18316	UPI0010343D68	UPI001B1D3BE7	
18317	UPI0013EF71C5	UPI001B1D3BE7	
18318	UPI0019074EB9	UPI001B1D3BE7	
18319	UPI0019695760	UPI001B1D3BE7	
18320	UPI001E4DFD4E	UPI001B1D3BE7	
18321	UPI001E5CED65	UPI001B1D3BE7	
18322	UPI001EB3D04E	UPI001B1D3BE7	
18323	UPI0020066C14	UPI001B1D3BE7	
18324	UPI000E2CE49E	UPI001B1D3BE7	
18325	UPI0010843AF3	UPI001B1D3BE7	
18326	UPI0012E2C7D9	UPI001B1D3BE7	
18327	UPI001AA08CCC	UPI001B1D3BE7	
18328	UPI001BA83643	UPI001B1D3BE7	
18329	UPI001C26723C	UPI001B1D3BE7	
18330	UPI001C81B26C	UPI001B1D3BE7	
18331	UPI001CCDBD91	UPI001B1D3BE7	
18332	UPI001E31783F	UPI001B1D3BE7	
18333	UPI001EFB76C7	UPI001B1D3BE7	
18334	UPI00202D77E0	UPI001B1D3BE7	
18335	UPI00227467D9	UPI001B1D3BE7	
18336	UPI000D6E04D0	UPI001B1D3BE7	
18337	UPI000D74FC1E	UPI001B1D3BE7	
18338	UPI000E2D244E	UPI001B1D3BE7	
18339	UPI000E3464AB	UPI001B1D3BE7	
18340	UPI001034C7FE	UPI001B1D3BE7	
18341	UPI00166B7EF5	UPI001B1D3BE7	
18342	UPI001B8D8196	UPI001B1D3BE7	
18343	UPI001D0A89BF	UPI001B1D3BE7	
18344	UPI001F4BF37F	UPI001B1D3BE7	
18345	UPI002181B2B1	UPI001B1D3BE7	
18346	UPI0021D9CE7F	UPI001B1D3BE7	
18347	UPI000808C66F	UPI001B1D3BE7	
18348	UPI000E2D4D7F	UPI001B1D3BE7	
18349	UPI000F61A0D3	UPI001B1D3BE7	
18350	UPI0010350A43	UPI001B1D3BE7	
18351	UPI001AE9B263	UPI001B1D3BE7	
18352	UPI002179883E	UPI001B1D3BE7	
18353	UPI0003BE6B38	UPI001B1D3BE7	
18354	UPI00058AFD20	UPI001B1D3BE7	
18355	UPI000B3E4BC7	UPI001B1D3BE7	
18356	UPI000E2D6875	UPI001B1D3BE7	
18357	UPI0010353F51	UPI001B1D3BE7	
18358	UPI001FAB5643	UPI001B1D3BE7	
18359	UPI0020336EF0	UPI001B1D3BE7	
18360	UPI0022470671	UPI001B1D3BE7	
18361	UPI0005E61F76	UPI001B1D3BE7	
18362	UPI0008FB12C3	UPI001B1D3BE7	
18363	UPI0009358542	UPI001B1D3BE7	
18364	UPI000E2D74BF	UPI001B1D3BE7	
18365	UPI001CBFA29C	UPI001B1D3BE7	
18366	UPI001FFC962D	UPI001B1D3BE7	
18367	UPI00217A486F	UPI001B1D3BE7	
18368	UPI0003BF339B	UPI001B1D3BE7	
18369	UPI0004610C1A	UPI001B1D3BE7	
18370	UPI0005437A60	UPI001B1D3BE7	
18371	UPI0007D0C304	UPI001B1D3BE7	
18372	UPI000B3E6022	UPI001B1D3BE7	
18373	UPI000E2D9968	UPI001B1D3BE7	
18374	UPI0018D1A4DA	UPI001B1D3BE7	
18375	UPI001B83A246	UPI001B1D3BE7	
18376	UPI001BFF3F3B	UPI001B1D3BE7	
18377	UPI001E47972C	UPI001B1D3BE7	
18378	UPI001E5AA710	UPI001B1D3BE7	
18379	UPI0020A4E020	UPI001B1D3BE7	
18380	A0A3N2RY46	UPI001B1D3BE7	
18381	UPI0003BF64C2	UPI001B1D3BE7	
18382	UPI000651F0F3	UPI001B1D3BE7	
18383	UPI0009C8F503	UPI001B1D3BE7	
18384	UPI000C7D01EA	UPI001B1D3BE7	
18385	UPI0017889F26	UPI001B1D3BE7	
18386	UPI001889499E	UPI001B1D3BE7	
18387	UPI001C56D6E5	UPI001B1D3BE7	
18388	UPI001C8CEF5B	UPI001B1D3BE7	
18389	UPI0003BF7D64	UPI001B1D3BE7	
18390	UPI0006521F98	UPI001B1D3BE7	
18391	UPI000840A6EF	UPI001B1D3BE7	
18392	UPI000B3E8E94	UPI001B1D3BE7	
18393	UPI00143D0170	UPI001B1D3BE7	
18394	UPI0018C80D55	UPI001B1D3BE7	
18395	UPI001CAA02B5	UPI001B1D3BE7	
18396	UPI001CF8255B	UPI001B1D3BE7	
18397	UPI001EF7EDD7	UPI001B1D3BE7	
18398	UPI0003BF8538	UPI001B1D3BE7	
18399	UPI000671E324	UPI001B1D3BE7	
18400	UPI0009B96B66	UPI001B1D3BE7	
18401	UPI000C1DF547	UPI001B1D3BE7	
18402	UPI000DE75FE7	UPI001B1D3BE7	
18403	UPI000E2E3E97	UPI001B1D3BE7	
18404	UPI00109C5A02	UPI001B1D3BE7	
18405	UPI001916C501	UPI001B1D3BE7	
18406	UPI001E64221B	UPI001B1D3BE7	
18407	UPI001F06BA29	UPI001B1D3BE7	
18408	UPI0021F6CBD2	UPI001B1D3BE7	
18409	A0A378GLR1	UPI001B1D3BE7	
18410	A0A485U4W6	UPI001B1D3BE7	
18411	UPI00067208DF	UPI001B1D3BE7	
18412	UPI0007659B44	UPI001B1D3BE7	
18413	UPI0009B97468	UPI001B1D3BE7	
18414	UPI0019093664	UPI001B1D3BE7	
18415	UPI001F2A13CD	UPI001B1D3BE7	
18416	UPI0021F6D284	UPI001B1D3BE7	
18417	UPI0022B5DF5F	UPI001B1D3BE7	
18418	A0A2T3VS81	UPI001B1D3BE7	
18419	A0A831EFH0	UPI001B1D3BE7	
18420	UPI0006BCF220	UPI001B1D3BE7	
18421	UPI0009B97D59	UPI001B1D3BE7	
18422	UPI0009D2D24B	UPI001B1D3BE7	
18423	UPI000C7D980C	UPI001B1D3BE7	
18424	UPI0011E68645	UPI001B1D3BE7	
18425	UPI0019173DD9	UPI001B1D3BE7	
18426	UPI001C4F3DB0	UPI001B1D3BE7	
18427	UPI001CBB7746	UPI001B1D3BE7	
18428	UPI001EDA1063	UPI001B1D3BE7	
18429	UPI002166373A	UPI001B1D3BE7	
18430	UPI002184016E	UPI001B1D3BE7	
18431	UPI0005F858A6	UPI001B1D3BE7	
18432	UPI00081BCCE9	UPI001B1D3BE7	
18433	UPI000BD70427	UPI001B1D3BE7	
18434	UPI000C175D47	UPI001B1D3BE7	
18435	UPI000CEC5B01	UPI001B1D3BE7	
18436	UPI001158F83A	UPI001B1D3BE7	
18437	UPI0011B96D52	UPI001B1D3BE7	
18438	UPI0018873775	UPI001B1D3BE7	
18439	UPI0020C4921B	UPI001B1D3BE7	
18440	A0A2V3K0T4	UPI001B1D3BE7	
18441	UPI0006694A3F	UPI001B1D3BE7	
18442	UPI00071D01F0	UPI001B1D3BE7	
18443	UPI00081BE70E	UPI001B1D3BE7	
18444	UPI0009B9C468	UPI001B1D3BE7	
18445	UPI000BA8413A	UPI001B1D3BE7	
18446	UPI000C286554	UPI001B1D3BE7	
18447	UPI00135F5994	UPI001B1D3BE7	
18448	UPI00164C2C37	UPI001B1D3BE7	
18449	UPI001917B81B	UPI001B1D3BE7	
18450	UPI0021591C9B	UPI001B1D3BE7	
18451	UPI0021F71B4D	UPI001B1D3BE7	
18452	UPI0002410701	UPI001B1D3BE7	
18453	UPI000282FC65	UPI001B1D3BE7	
18454	UPI0006697F54	UPI001B1D3BE7	
18455	UPI00081BF2F3	UPI001B1D3BE7	
18456	UPI000B407A0B	UPI001B1D3BE7	
18457	UPI000C7E0B68	UPI001B1D3BE7	
18458	UPI000CD5B045	UPI001B1D3BE7	
18459	UPI000E6AF27F	UPI001B1D3BE7	
18460	UPI00162879A7	UPI001B1D3BE7	
18461	A0A1X0VZG2	UPI001B1D3BE7	
18462	UPI000765E35A	UPI001B1D3BE7	
18463	UPI0009BA43C4	UPI001B1D3BE7	
18464	UPI000C1F4D85	UPI001B1D3BE7	
18465	UPI000D655FF3	UPI001B1D3BE7	
18466	UPI00156FBA2D	UPI001B1D3BE7	
18467	UPI00166186CA	UPI001B1D3BE7	
18468	UPI001C380981	UPI001B1D3BE7	
18469	UPI00225C2F83	UPI001B1D3BE7	
18470	UPI0005D31BB1	UPI001B1D3BE7	
18471	UPI001F4C0594	UPI001B1D3BE7	
18472	UPI0018E59E98	UPI001B1D3BE7	
18473	UPI001D006187	UPI001B1D3BE7	
18474	A0A7S9C5K7	UPI001B1D3BE7	
18475	I0QPA6	UPI001B1D3BE7	
18476	UPI00077313C9	UPI001B1D3BE7	
18477	UPI00068CAD3B	UPI001B1D3BE7	
18478	A0A6I2I251	UPI001B1D3BE7	
18479	UPI001D1852B7	UPI001B1D3BE7	
18480	UPI001FE4DA43	UPI001FE4DA43	
18481	UPI00202529B3	UPI00202529B3	
18482	UPI0020C092C5	UPI0020C092C5	
18483	UPI0018A93F7D	UPI0018A93F7D	
18484	UPI001D091D6C	UPI001D091D6C	
18485	A0A3P2RCE0	UPI001D091D6C	
18486	UPI00092EFE78	UPI001D091D6C	
18487	A0A7L8CIM9	UPI001D091D6C	
18488	UPI001C7D0146	UPI001D091D6C	
18489	UPI001E2A4593	UPI001E2A4593	
18490	UPI001379E947	UPI001E2A4593	
18491	UPI001A9D8D34	UPI001E2A4593	
18492	UPI001A9AAF9F	UPI001E2A4593	
18493	UPI00224079EE	UPI001E2A4593	
18494	UPI001E512DAD	UPI001E512DAD	
18495	A0A380XUM0	UPI001E512DAD	
18496	UPI000471F306	UPI001E512DAD	
18497	UPI0018F77C16	UPI001E512DAD	
18498	A0A0B4FQZ0	UPI001E512DAD	
18499	A0A1H9V910	UPI001E512DAD	
18500	UPI001644AF3A	UPI001E512DAD	
18501	UPI001CC33A44	UPI001CC33A44	
18502	UPI0015D2C840	UPI001CC33A44	
18503	UPI0020010736	UPI001CC33A44	
18504	UPI00159F6622	UPI001CC33A44	
18505	UPI000660B78D	UPI001CC33A44	
18506	UPI00159F5BBB	UPI001CC33A44	
18507	UPI00066B1355	UPI001CC33A44	
18508	UPI001E543658	UPI001CC33A44	
18509	UPI001F4F285B	UPI001CC33A44	
18510	UPI0020016E87	UPI001CC33A44	
18511	UPI001D0416D3	UPI001CC33A44	
18512	UPI001E4C71E8	UPI001E4C71E8	
18513	A0A930A8L3	A0A930A8L3	
18514	R5H9T8	A0A930A8L3	
18515	A0A932EFG7	A0A932EFG7	
18516	A0A1F5MFU2	A0A932EFG7	
18517	A0A554L3X6	A0A932EFG7	
18518	A0A1F5JLM2	A0A932EFG7	
18519	A0A932EDC2	A0A932EFG7	
18520	A0A0G0KID4	A0A932EFG7	
18521	A0A1F5KSM3	A0A932EFG7	
18522	K2DFA0	A0A932EFG7	
18523	A0A3D0T6L6	A0A932EFG7	
18524	A0A1F5JE29	A0A932EFG7	
18525	A0A1F5MHR5	A0A932EFG7	
18526	A0A942BDP5	A0A942BDP5	
18527	A0A950KZU4	A0A950KZU4	
18528	A0A953FZK1	A0A953FZK1	
18529	A0A954V949	A0A954V949	
18530	A0A954Y966	A0A954V949	
18531	A0A956C461	A0A956C461	
18532	A0A958JGQ6	A0A958JGQ6	
18533	A0A961B1C0	A0A961B1C0	
18534	A0A972E443	A0A972E443	
18535	A0A7X7TFJ7	A0A972E443	
18536	B5HQU7	B5HQU7	B5HQU7
18537	C9MXQ8	C9MXQ8	A0A7V3WGF3
18538	UPI000225113D	UPI000225113D	
18539	UPI000E747E89	UPI000225113D	
18540	A0A8B2XHU8	UPI000225113D	
18541	UPI00029A6DE5	UPI00029A6DE5	
18542	A0A7V3FVB1	A0A7V3FVB1	A0A0B4E8N6
18543	A0A7V9Z6N5	A0A7V9Z6N5	A0A7V9Z6N5
18544	A0A7W1PG65	A0A7W1PG65	A0A7W1PG65
18545	A0A7X7MW61	A0A7X7MW61	A0A7U4WW17
18546	A0A7U9MWU2	A0A7X7MW61	A0A7U4WW17
18547	A0A7Y7L9Y1	A0A7Y7L9Y1	A0A7Y7L9Y1
18548	A0A838CQ80	A0A838CQ80	A0A7C1D5R2
18549	A0A4Z0H4J5	A0A838CQ80	A0A7C1D5R2
18550	UPI0009A74FA2	A0A838CQ80	A0A7C1D5R2
18551	UPI001F4FF6AD	A0A838CQ80	A0A7C1D5R2
18552	UPI00204097CA	A0A838CQ80	A0A7C1D5R2
18553	UPI001EE25BD8	A0A838CQ80	A0A7C1D5R2
18554	UPI0013722816	A0A838CQ80	A0A7C1D5R2
18555	UPI001CD2923F	A0A838CQ80	A0A7C1D5R2
18556	A0A845DQ92	A0A838CQ80	A0A7C1D5R2
18557	A0A5D4KCG0	A0A838CQ80	A0A7C1D5R2
18558	A0A8T9TBP0	A0A838CQ80	A0A7C1D5R2
18559	A0A8T9TDX8	A0A838CQ80	A0A7C1D5R2
18560	UPI00167A2DBE	A0A838CQ80	A0A7C1D5R2
18561	UPI0020A6417D	A0A838CQ80	A0A7C1D5R2
18562	A0A410MA07	A0A838CQ80	A0A7C1D5R2
18563	UPI001CF03483	A0A838CQ80	A0A7C1D5R2
18564	A0A8T9TGP7	A0A838CQ80	A0A7C1D5R2
18565	UPI00064F485B	A0A838CQ80	A0A7C1D5R2
18566	A0A161RZ59	A0A838CQ80	A0A7C1D5R2
18567	UPI0015E6669E	A0A838CQ80	A0A7C1D5R2
18568	A0A516KCZ2	A0A838CQ80	A0A7C1D5R2
18569	UPI001CD501CC	A0A838CQ80	A0A7C1D5R2
18570	UPI001109D2C9	A0A838CQ80	A0A7C1D5R2
18571	UPI001CFDF171	A0A838CQ80	A0A7C1D5R2
18572	UPI0002EE1515	A0A838CQ80	A0A7C1D5R2
18573	UPI001CFE01E2	A0A838CQ80	A0A7C1D5R2
18574	UPI00210AC7AD	A0A838CQ80	A0A7C1D5R2
18575	UPI00157C6C6B	A0A838CQ80	A0A7C1D5R2
18576	UPI001CFE33A3	A0A838CQ80	A0A7C1D5R2
18577	UPI001ADF1A38	A0A838CQ80	A0A7C1D5R2
18578	UPI001CCAAFC2	A0A838CQ80	A0A7C1D5R2
18579	UPI000C7CB9A2	A0A838CQ80	A0A7C1D5R2
18580	A0A8T9N585	A0A838CQ80	A0A7C1D5R2
18581	UPI000DD4DDB8	A0A838CQ80	A0A7C1D5R2
18582	A0A5S4Z087	A0A838CQ80	A0A7C1D5R2
18583	A0A3D8VIE0	A0A838CQ80	A0A7C1D5R2
18584	UPI000DE8ED65	A0A838CQ80	A0A7C1D5R2
18585	A0A220U8H1	A0A838CQ80	A0A7C1D5R2
18586	UPI000E3D9D34	A0A838CQ80	A0A7C1D5R2
18587	UPI001CD64092	A0A838CQ80	A0A7C1D5R2
18588	UPI001F556CE4	A0A838CQ80	A0A7C1D5R2
18589	UPI0021E59FB1	A0A838CQ80	A0A7C1D5R2
18590	A0A931HT33	A0A838CQ80	A0A7C1D5R2
18591	A0A8T9N1Z1	A0A838CQ80	A0A7C1D5R2
18592	UPI001CD71322	A0A838CQ80	A0A7C1D5R2
18593	UPI000B7EA5BB	A0A838CQ80	A0A7C1D5R2
18594	UPI000B2F5522	A0A838CQ80	A0A7C1D5R2
18595	A0A7Z2SVU7	A0A838CQ80	A0A7C1D5R2
18596	A0A840E0G9	A0A840E0G9	A0A1M5CBB7
18597	A0A2S6IAY1	A0A840E0G9	A0A1M5CBB7
18598	A0A1H9NJI2	A0A840E0G9	A0A1M5CBB7
18599	A0A8T7JDM6	A0A8T7JDM6	
18600	A0A915TUM5	A0A915TUM5	
18601	A0A6F8PKP7	A0A915TUM5	
18602	A0A928G914	A0A928G914	
18603	A0A928B7N1	A0A928G914	
18604	A0A534TVZ3	A0A534TVZ3	A0A2E5FW81
18605	A0A661Q7L9	A0A661Q7L9	A0A7C1D5R2
18606	A0A7V0U092	A0A661Q7L9	A0A7C1D5R2
18607	A0A6B1GY27	A0A6B1GY27	A0A7C0UC19
18608	A0A6B0W232	A0A6B1GY27	A0A7C0UC19
18609	A0A6L7QD38	A0A6B1GY27	A0A7C0UC19
18610	A0A6N8VBZ8	A0A6B1GY27	A0A7C0UC19
18611	A0A6N8Y6W1	A0A6B1GY27	A0A7C0UC19
18612	A0A6F9ZJF5	A0A6F9ZJF5	A0A5K1I9X5
18613	A0A6I6JZH6	A0A6I6JZH6	A0A7C0UC19
18614	UPI001EEAF709	A0A6I6JZH6	A0A7C0UC19
18615	UPI00135B3C81	A0A6I6JZH6	A0A7C0UC19
18616	A0A355ITE0	A0A6I6JZH6	A0A7C0UC19
18617	A0A946W3H1	A0A6I6JZH6	A0A7C0UC19
18618	UPI0013CF4662	A0A6I6JZH6	A0A7C0UC19
18619	UPI00142F749F	A0A6I6JZH6	A0A7C0UC19
18620	A0A3D1L011	A0A6I6JZH6	A0A7C0UC19
18621	UPI0020007093	A0A6I6JZH6	A0A7C0UC19
18622	UPI001F20AB9C	A0A6I6JZH6	A0A7C0UC19
18623	A0A399SZ95	A0A6I6JZH6	A0A7C0UC19
18624	UPI001431E1B7	A0A6I6JZH6	A0A7C0UC19
18625	A0A6C0R8U2	A0A6I6JZH6	A0A7C0UC19
18626	UPI0013D683E1	A0A6I6JZH6	A0A7C0UC19
18627	A0A847ALN2	A0A6I6JZH6	A0A7C0UC19
18628	A0A970P1P7	A0A6I6JZH6	A0A7C0UC19
18629	A0A399D562	A0A6I6JZH6	A0A7C0UC19
18630	A0A972ZSS9	A0A6I6JZH6	A0A7C0UC19
18631	A0A4V2HXR7	A0A6I6JZH6	A0A7C0UC19
18632	A0A1F3EU75	A0A6I6JZH6	A0A7C0UC19
18633	A0A3B9ZPS7	A0A6I6JZH6	A0A7C0UC19
18634	A0A3D5YWX9	A0A6I6JZH6	A0A7C0UC19
18635	A0A6N3C7K2	A0A6N3C7K2	A0A1V5Q4F1
18636	A0A7C5IGZ4	A0A7C5IGZ4	A0A7C0UC19
18637	A0A837HKN9	A0A7C5IGZ4	A0A7C0UC19
18638	A0A7V3A603	A0A7C5IGZ4	A0A7C0UC19
18639	A0A2N7QBI6	A0A7C5IGZ4	A0A7C0UC19
18640	A0A1F5A6E3	A0A7C5IGZ4	A0A7C0UC19
18641	A0A1F5AQ07	A0A7C5IGZ4	A0A7C0UC19
18642	A0A1F5BD55	A0A7C5IGZ4	A0A7C0UC19
18643	A0A7C5QIX0	A0A7C5IGZ4	A0A7C0UC19
18644	A0A348V016	A0A7C5IGZ4	A0A7C0UC19
18645	A0A7X7VEB0	A0A7C5IGZ4	A0A7C0UC19
18646	A0A831LYB2	A0A7C5IGZ4	A0A7C0UC19
18647	A0A7W3LKD0	A0A7W3LKD0	A0A7W3LKD0
18648	A0A7X7QVC4	A0A7X7QVC4	A0A7C1D5R2
18649	A0A357CYL8	A0A7X7QVC4	A0A7C1D5R2
18650	A0A1F8V6U9	A0A7X7QVC4	A0A7C1D5R2
18651	UPI000C15B456	A0A7X7QVC4	A0A7C1D5R2
18652	A0A7V7QLB7	A0A7X7QVC4	A0A7C1D5R2
18653	A0A7Y7NYG0	A0A7Y7NYG0	A0A7C0UC19
18654	A0A2M8A7H8	A0A7Y7NYG0	A0A7C0UC19
18655	A0A2N2ZCS2	A0A7Y7NYG0	A0A7C0UC19
18656	A0A1F3IH29	A0A7Y7NYG0	A0A7C0UC19
18657	A0A1F3C942	A0A7Y7NYG0	A0A7C0UC19
18658	A0A1F3E6R0	A0A7Y7NYG0	A0A7C0UC19
18659	A0A928CAX1	A0A7Y7NYG0	A0A7C0UC19
18660	A0A553GSH6	A0A7Y7NYG0	A0A7C0UC19
18661	A0A941IYM1	A0A7Y7NYG0	A0A7C0UC19
18662	UPI001BA80D10	A0A7Y7NYG0	A0A7C0UC19
18663	UPI0021CB2026	A0A7Y7NYG0	A0A7C0UC19
18664	UPI001BA4B477	A0A7Y7NYG0	A0A7C0UC19
18665	UPI0019097D2E	A0A7Y7NYG0	A0A7C0UC19
18666	A0A6N6M3D4	A0A7Y7NYG0	A0A7C0UC19
18667	A0A7Y2GXV6	A0A7Y7NYG0	A0A7C0UC19
18668	A0A971DXL9	A0A7Y7NYG0	A0A7C0UC19
