mmseqs_cluster	unclustered
DL-endopeptidase_UniRef100_A0A4U8Q5S6|1638|g__Robinsoniella.s__Robinsoniella_species	DL-endopeptidase_UniRef100_A0A4U8Q5S6|1638|g__Robinsoniella.s__Robinsoniella_species
DL-endopeptidase_UniRef100_R7C958|1686|g__Clostridium.s__Clostridium_species	DL-endopeptidase_UniRef100_R7C958|1686|g__Clostridium.s__Clostridium_species
DL-endopeptidase_UniRef100_A0A7U9RTF9|1359|g__Lachnospiraceae.s__Lachnospiraceae_species	DL-endopeptidase_UniRef100_A0A7U9RTF9|1359|g__Lachnospiraceae.s__Lachnospiraceae_species
DL-endopeptidase_UniRef100_A0A1U7MJW2|465|g__Sporomusa.s__Sporomusa_species	DL-endopeptidase_UniRef100_A0A1U7MJW2|465|g__Sporomusa.s__Sporomusa_species
DL-endopeptidase_UniRef100_A0A1U7MJW2|465|g__Sporomusa.s__Sporomusa_species	DL-endopeptidase_UniRef100_A0A259UVF4|465|g__Sporomusa.s__Sporomusa_species
DL-endopeptidase_UniRef100_A0A1U7MJW2|465|g__Sporomusa.s__Sporomusa_species	DL-endopeptidase_UniRef100_A0A212LTT3|465|g__uncultured.s__uncultured_species
DL-endopeptidase_UniRef100_A0A380NJE3|927|g__Veillonella.s__Veillonella_species	DL-endopeptidase_UniRef100_A0A380NJE3|927|g__Veillonella.s__Veillonella_species
DL-endopeptidase_UniRef100_A0A6P2EXD0|597|g__Variovorax.s__Variovorax_species	DL-endopeptidase_UniRef100_A0A6P2EXD0|597|g__Variovorax.s__Variovorax_species
DL-endopeptidase_UniRef100_A0A6P2EXD0|597|g__Variovorax.s__Variovorax_species	DL-endopeptidase_UniRef100_A0A6P2ELK7|549|g__unclassified.s__unclassified_species
DL-endopeptidase_UniRef100_A0A6P2EXD0|597|g__Variovorax.s__Variovorax_species	DL-endopeptidase_UniRef100_A0A6P2F163|597|g__Variovorax.s__Variovorax_species
DL-endopeptidase_UniRef100_A0A6P2EXD0|597|g__Variovorax.s__Variovorax_species	DL-endopeptidase_UniRef100_A0A6P2FDW0|555|g__Variovorax.s__Variovorax_species
DL-endopeptidase_UniRef100_A0A6P2EXD0|597|g__Variovorax.s__Variovorax_species	DL-endopeptidase_UniRef100_W7X850|561|g__Hydrogenophaga.s__Hydrogenophaga_species
DL-endopeptidase_UniRef100_A0A2T0AVI9|657|g__Moorella.s__Moorella_species	DL-endopeptidase_UniRef100_A0A2T0AVI9|657|g__Moorella.s__Moorella_species
DL-endopeptidase_UniRef100_A0A2T0AVI9|657|g__Moorella.s__Moorella_species	DL-endopeptidase_UniRef100_A0A151B0C6|657|g__Moorella.s__Moorella_species
DL-endopeptidase_UniRef100_A0A2T0AVI9|657|g__Moorella.s__Moorella_species	DL-endopeptidase_UniRef100_A0A1D7XDQ2|651|g__Moorella.s__Moorella_species
DL-endopeptidase_UniRef100_A0A2T0AVI9|657|g__Moorella.s__Moorella_species	DL-endopeptidase_UniRef100_A0A1J5JJW8|651|g__Moorella.s__Moorella_species
DL-endopeptidase_UniRef100_A0A2T0AVI9|657|g__Moorella.s__Moorella_species	DL-endopeptidase_UniRef100_A0A1J5NHE0|651|g__Moorella.s__Moorella_species
DL-endopeptidase_UniRef100_A0A2T0AVI9|657|g__Moorella.s__Moorella_species	DL-endopeptidase_UniRef100_A0A853W2E7|651|g__Moorella.s__Moorella_species
DL-endopeptidase_UniRef100_A0A6V7R5K0|1419|g__Jeotgalicoccus.s__Jeotgalicoccus_species	DL-endopeptidase_UniRef100_A0A6V7R5K0|1419|g__Jeotgalicoccus.s__Jeotgalicoccus_species
DL-endopeptidase_UniRef100_K1L129|981|g__Solibacillus.s__Solibacillus_species	DL-endopeptidase_UniRef100_K1L129|981|g__Solibacillus.s__Solibacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_A0A8G0S7I1|1233|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI0022864AF2|1230|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_A0A0M2PCH6|1053|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI00155FFE64|1233|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI0008FB71ED|1245|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_S7VHP7|222|g__Cyclobacterium.s__Cyclobacterium_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_A0A0T6BMY2|1284|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_A0A179SV92|1032|g__Metabacillus.s__Metabacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI00203B6123|1251|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI000745E235|1233|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI001363BBCC|1242|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI0022815CEC|1233|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_A0A6H2JRD4|1233|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_A0A8G0TKA2|1242|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI0007726AF7|1233|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI0013748E59|1242|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI002281B2C3|1233|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_A0A8I1WEY2|1242|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI0008404D8A|1236|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI002281E593|1233|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI000846E041|1242|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI0014233C86|1233|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI00228231F2|1242|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_A0A8U0I370|1233|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI00084EEC83|1242|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI00142E7A1C|1233|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI0022829694|1233|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI000853883A|1233|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI0022829AE4|1233|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI00086AD777|1233|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI001575A7A8|1242|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI002282B726|1233|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_A0A4R6HZ72|1233|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI00089DF029|1242|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI00162A6B03|1242|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI002282C094|1233|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI00165AE701|1242|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI002282E9F7|1233|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI000989746E|1242|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI001C22DA20|1233|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI002282FA9A|1242|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI0009B6EEB8|1242|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI001C8E0E07|1242|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI002282FE0E|1233|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI000A359907|1242|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI001D07F4FF|1236|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI000B43C47F|1233|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI001E2D3DE8|1242|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI002286517A|1242|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_E0TZ07|1233|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI000BA88689|1245|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI001EDCDB97|1233|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI000C9F5C74|1245|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI001FB33A27|1245|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_A0A165B9N1|1242|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_O31852|1242|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI000CDB9222|1245|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI000CDD108A|1242|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI00203BC975|1242|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI00022BA9AD|1233|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI000D025373|1242|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI00203BEEA6|1242|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI0002A143A0|1242|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI000E2E6DC9|1233|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI0021172BB2|1242|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI0002AC292F|1233|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI000E75F4B1|1233|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI00214A7C5D|1242|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI0002D376C8|1233|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI000F095EC4|1233|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI00227DB678|1233|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI000349A739|1233|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI000F54963B|1251|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI00227E1607|1233|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI0003967051|1242|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI000FFE19ED|1242|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI00227E257D|1233|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI0004A57E4E|1242|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI001011F76D|1233|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI00227EDF97|1233|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI0005051C91|1233|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI001063442E|1242|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI00227EFC15|1233|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI000530298C|1242|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI00119B5E9E|1242|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI00227F5731|1233|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI000589C6A5|1236|g__unclassified.s__unclassified_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI0011A68389|1242|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI00227FCA65|1233|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI00059C8BEA|1233|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI0011AA3AD1|1233|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI0022800047|1233|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_A0A1Q9FEP1|1233|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI00059D397A|1233|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI0011E98663|1233|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI0022800D78|1230|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI00061DBF3D|1242|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI001269420C|1233|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI002280BA94|1233|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI000627D625|1242|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI001292F224|1242|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI0022813C1C|1233|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_A0A8F7XDN1|1242|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI0006A83CC6|1233|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI0013628966|1233|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI00228150DA|1233|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_A0A559UJ42|1080|g__Bacillaceae.s__Bacillaceae_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_A0A163Z314|1080|g__Aeribacillus.s__Aeribacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_A0A653RX14|1329|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_A0A081LDX9|1293|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_A0A837XWB1|1407|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_A0A6H2JNH6|1431|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_A0A498TTY2|1389|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_A0A0P7HAR5|1308|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_A0A5C0WLU4|1320|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_A0A5K1L1D7|1329|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_A0A1L6ZMB6|1320|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_A0A0B4S8D6|1323|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_A0A0H1RWP3|1320|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI0013B81320|1224|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_A0A0M4FFW6|1278|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_A0A4U7MX78|1239|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A165B3M3|1458|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_A0A7U4HX99|1236|g__Bacillus.s__Bacillus_species
